"y","x1","x2"
0,-515,0
0,-988,0
0,-1011,0
0,-310,0
0,-371,0
0,-204,0
0,-1085,0
0,-800,0
0,-679,0
0,-68,0
0,-882,0
0,-1143,0
0,-269,0
0,-754,0
0,-1119,0
0,-636,0
0,-901,0
0,-523,0
0,-1192,0
0,-491,0
0,-200,0
0,-815,0
0,-357,0
0,-48,0
0,-1115,0
0,-870,0
0,-261,0
0,-1191,0
0,-727,0
0,-240,0
0,-1074,0
0,-243,0
0,-703,0
0,-370,0
0,-931,0
0,-340,0
0,-838,0
0,-433,0
0,-850,0
0,-268,0
0,-596,0
0,-665,0
0,-635,0
0,-186,0
0,-708,0
0,-448,0
0,-787,0
0,-812,0
0,-680,0
0,-552,0
0,-897,0
0,-1059,0
0,-988,0
0,-126,0
0,-907,0
0,-614,0
0,-1100,0
0,-245,0
0,-772,0
0,-721,0
0,-1197,0
0,-931,0
0,-152,0
0,-54,0
0,-1073,0
0,-393,0
0,-788,0
0,-12,0
0,-414,0
0,-292,0
0,-345,0
0,-853,0
0,-483,0
0,-940,0
0,-180,0
0,-1058,0
0,-145,0
0,-1086,0
0,-178,0
0,-313,0
0,-251,0
0,-645,0
0,-659,0
0,-753,0
0,-14,0
0,-415,0
0,-206,0
0,-589,0
0,-200,0
0,-951,0
0,-177,0
0,-85,0
0,-291,0
0,-165,0
0,-816,0
0,-810,0
0,-666,0
0,-939,0
0,-74,0
0,-225,0
0,-1140,0
0,-707,0
0,-823,0
0,-312,0
0,-862,0
0,-974,0
0,-46,0
0,-870,0
0,-307,0
0,-1116,0
0,-1009,0
0,-130,0
0,-1094,0
0,-198,0
0,-532,0
0,-364,0
0,-597,0
0,-393,0
0,-113,0
0,-344,0
0,-128,0
0,-557,0
1,1,16
1,1,1120
1,1,1117
1,1,532
1,1,193
1,1,723
1,1,1160
1,1,571
1,1,134
1,1,1182
1,1,1124
1,1,780
1,1,484
1,1,827
1,1,378
1,1,543
1,1,742
1,1,1121
1,1,307
1,1,62
1,1,983
1,1,1093
1,1,896
1,1,173
1,1,96
1,1,680
1,1,491
1,1,232
1,1,987
1,1,955
1,1,109
1,1,925
1,1,899
1,1,1139
1,1,228
1,1,17
1,1,862
1,1,922
1,1,1167
1,1,413
1,1,647
1,1,617
1,1,482
1,1,798
1,1,302
1,1,405
1,1,69
1,1,939
1,1,455
1,1,490
