"","D","E","F"
"47",23.561566718854,-98415.6811144203,-0.504996135830879
"48",-1218.31004275009,-26486.0692434013,-0.955552118364722
"49",-3603.29928491265,7201.00859180093,-0.479840783867985
"50",-843.126670317724,29051.1251892895,0.417137607932091
"51",-3898.78235559445,-32488.7895956635,-0.0120275150984526
"52",-2189.6977155935,52842.1863447875,-0.770681121852249
"53",-716.323289787397,75420.8535887301,-0.328360257204622
"54",-2448.5053395154,88980.8705542237,-0.856558804400265
"55",-4531.75483085215,-90016.8255902827,-0.026410698890686
"56",-1548.08356829453,45190.1651918888,0.830631524790078
"57",-2503.06282504462,9710.11705696583,-0.283396482933313
"58",-4169.01693060063,84696.0036549717,-0.181967921089381
"59",-51.7429219093174,11884.0021081269,-0.314708875492215
"60",-4823.77044984605,42806.9073706865,0.680826964322478
"61",-2874.26242236979,79238.9350477606,0.0949252210557461
"62",-3123.79984997679,-28109.1354321688,-0.818512108176947
"63",-4142.52989138477,41750.6215162575,-0.428027532994747
"64",-1738.57731791213,22226.4427226037,-0.0061519187875092
"65",-2292.75668205228,57853.9580106735,-0.534675922244787
"66",-3905.21364349406,-71066.8874904513,-0.976043174043298
"67",-4376.48941602092,-28641.5932700038,0.476657396182418
"68",-3876.74018011894,-2297.6073436439,-0.514049624092877
"69",-2749.48733262718,92107.4285171926,0.24152582231909
"70",-325.282265082933,-22635.2658588439,-0.801675008609891
"71",-2675.64461724833,77866.2857599556,0.0648694722913206
"72",-2871.92136442754,82801.6907442361,-0.223580326884985
"73",-589.468182157725,-33729.6370882541,0.422667217440903
"74",-1929.72565484233,19296.1661145091,-0.482920704875141
"75",-4810.82705000881,-97989.9730533361,0.773980344180018
"76",-272.848084243014,7593.33246387541,0.740473137237132
"77",-319.092546845786,-64685.5566650629,0.649772612843663
"78",-2258.95334086381,-6113.51914703846,-0.16520187119022
"79",-1989.69977702945,40507.3892790824,-0.550859302282333
"80",-3875.12947979849,43738.5629862547,-0.0844527734443545
"81",-187.890989007428,6611.30319349468,-0.0237611718475819
"82",-478.44394298736,-87698.1579698622,-0.727113027591258
"83",-2246.70610760804,-45110.9552290291,-0.170541620347649
"84",-1260.89613172226,-83912.7935469151,-0.991581012029201
"85",-4702.03464482911,69538.5241415352,0.401414121035486
"86",-3429.71553159878,82047.2090970725,-0.568286990746856
"87",-3122.07129779272,-13911.4073943347,-0.16014233417809
"88",-3638.24134781025,93386.7924846709,0.380658557638526
"89",-2244.7505722288,88885.4116667062,-0.0665396903641522
"90",-4223.47675305791,-99595.4557321966,0.427214883733541
"91",-4562.27179607376,33857.3758956045,-0.414520438294858
"92",-2290.06548952311,-68154.9851316959,0.131124508567154
"93",-4879.70258404966,-58597.1649270505,0.798637583851814
"94",-3835.38669869304,-86017.6285728812,-0.164516856893897
"95",-2455.32766918186,-87851.0325215757,0.0936984065920115
"96",-593.396629858762,44777.603354305,-0.79271284956485
"97",-2251.28019291442,37981.0955375433,0.978455611038953
"98",-893.74020260293,51969.3969748914,0.0362966833636165
"99",-2827.51409611665,60587.1646199375,-0.742680150549859
"100",-1426.91410388798,52656.7694265395,0.408563324715942
"101",-2019.85037778504,71159.9519476295,0.708250887691975
"102",-3309.37546412461,-13941.846229136,0.782286170870066
"103",-1837.97045839019,-1057.00390413404,-0.636400755494833
"104",-4306.31767653394,-47503.9664190263,-0.0277968915179372
"105",-1028.00972175319,-46613.5829221457,0.960955739021301
"106",-4772.42872463539,13072.1166729927,0.871681660879403
"107",-855.360702844337,-13466.1924093962,0.812179445754737
"108",-1198.98420970421,87812.1117129922,0.34998866636306
"109",-3529.5120133087,78073.7470369786,0.935533996205777
"110",-3093.41313345358,73407.6544642448,0.570778695400804
"111",-3303.06299466174,-10617.8402900696,-0.48220972251147
"112",-1039.93549107108,86222.6572353393,-0.74650504020974
"113",-1144.82355825603,45789.8345775902,-0.402371861971915
"114",-1133.49705240689,99749.8724143952,0.114000285975635
"115",-3163.72737835627,-81833.9755292982,0.106965221464634
"116",-3195.50466826186,58407.7218547463,0.937715725973248
"117",-3003.36168957874,95109.7504235804,0.337683374062181
"118",-1859.9097128259,-13988.926820457,0.0427426500245929
"119",-4537.17224765569,73412.9400923848,0.938530575949699
"120",-1456.28378717229,-6185.00183336437,-0.308972306083888
"121",-1731.12529672217,-18239.7067081183,-0.719862510915846
"122",-2134.31621221825,95615.1854246855,0.968899734318256
"123",-832.344488822855,89899.230748415,-0.24146730452776
"124",-4919.82553000562,90666.5595714003,-0.30360073922202
"125",-180.112501210533,-70431.7633062601,-0.131058687809855
"126",-4251.02403038181,-13291.6745729744,0.0608758199959993
"127",-3242.69928294234,-12516.6326295584,-0.77509489050135
"128",-2641.04514515493,27146.3370416313,0.458448715042323
"129",-737.868537427858,98104.7913432121,-0.338461091276258
"130",-3372.43674253114,-46499.6671769768,0.695125862956047
"131",-1868.15991562326,72049.9429386109,0.765606763772666
"132",-2590.03880419768,-68060.2243170142,-0.00584111222997308
"133",-2057.58924023248,26356.7734509706,-0.467132665216923
"134",-4006.60565483849,94349.5125509799,0.145694043021649
"135",-4221.0353116272,-72542.2137416899,0.43106281477958
"136",-3490.7318119891,50285.324268043,0.990893625188619
"137",-773.689126246609,16188.2360465825,-0.809912056196481
"138",-3932.99463796429,63253.7430152297,-0.708041361067444
"139",-715.876795933582,-43484.0135276318,0.881452930625528
"140",-4733.35689252708,-96978.6592293531,0.451002711430192
"141",-716.920166509226,-39156.1729367822,-0.172751940786839
"142",-4810.68368251435,94486.9652856141,0.117329734843224
"143",-4372.2892888356,-11354.6971231699,0.604543697088957
"144",-541.645910032094,86723.8730657846,-0.36686285212636
"145",-3697.32355573215,-22950.257267803,0.972682715859264
"146",-4154.69819337595,88197.797909379,0.727295848540962
"147",-4946.44305184484,24881.9308355451,-0.181366794276983
"148",-168.099990859628,-46080.833626911,-0.665140440687537
"149",-4979.1102777468,51197.5696776062,0.862984008621424
"150",-3415.39838672616,-50899.5994459838,0.0414634188637137
"151",-596.739684534259,24251.0264273733,-0.894898155238479
"152",-18.4038374340162,63818.5276649892,-0.488116052933037
"153",-3838.24737044051,25760.6372237206,0.000108827371150255
"154",-3601.48019071203,-17874.8284466565,0.865005776751786
"155",-3476.58906707074,26144.4633360952,-0.345049345400184
"156",-3060.38667601533,-75769.2685350776,-0.271627663169056
"157",-594.707143912092,-5519.64724436402,-0.178985426668078
"158",-305.311058042571,26985.3338599205,0.600603698287159
"159",-3545.75392827392,-65321.4459307492,-0.248147679958493
"160",-3223.06955645327,-7401.65421739221,-0.772169590461999
"161",-2306.66139349341,86774.5572701097,-0.126902897376567
"162",-4573.70965257287,96441.761450842,0.209919803775847
"163",-902.37295224797,-51633.435068652,0.946278910618275
"164",-797.949556191452,78509.465791285,-0.526086837984622
"165",-2492.4934321316,23524.9595716596,-0.479576520621777
"166",-385.24941583164,35824.5265204459,-0.440857483074069
"167",-2877.37068289425,27086.3072946668,-0.125990920234472
"168",-3491.9440906262,-76138.2249649614,0.892335733398795
"169",-2716.76682408433,-87168.5352176428,-0.0639593009836972
"170",-3105.1475628512,-31027.6777017862,-0.305010003969073
"171",-2709.89101466257,72768.1412827224,-0.970541522372514
"172",-1377.20576140564,13242.4116600305,-0.331112678162754
"173",-720.083056227304,-50493.8718862832,-0.555280724074692
"174",-2444.93592742365,-10162.8920994699,0.946121935732663
"175",-3326.23338066041,-27529.7959335148,-0.9398960811086
"176",-3615.27260986622,7518.14157702029,0.756829638499767
"177",-1702.02989934478,-10212.4796714634,0.0512663093395531
"178",-2346.33784797043,86591.260554269,-0.342913008760661
"179",-3653.48674368579,-47786.7148350924,-0.377719829790294
"180",-3451.35470307432,-43977.7672290802,-0.193382230121642
"181",-3430.38616830017,-93372.6226445287,0.489288862328976
"182",-1473.5263226321,73755.2110571414,0.0499575864523649
"183",-4824.68906717841,-48410.1371373981,-0.563282850198448
"184",-1223.4210285591,-73067.1538505703,-0.499639111105353
"185",-3542.01876670122,-13256.0790982097,-0.258222338277847
"186",-3080.77174378559,-95597.0543436706,0.765434857923537
"187",-4111.02945343591,-94405.8123510331,0.297875756863505
"188",-4798.97279047873,54508.8562648743,-0.749043710064143
"189",-1968.44674202148,55187.4697674066,0.368689129594713
"190",-4395.51077496726,23119.1794387996,-0.583468399941921
"191",-1125.40916858707,18632.0763081312,0.299569118767977
"192",-1929.08268065657,6923.10761660337,-0.0424084379337728
"193",-2273.61403123941,-59881.8311933428,0.451465869322419
"194",-2476.77342866082,-37156.9039300084,-0.331539350561798
"195",-4146.08607899863,-34712.7079032362,-0.978995294310153
"196",-1871.99524219614,-5421.55029252172,0.918144330382347
"197",-163.274829275906,8031.99782967567,-0.187497635371983
"198",-2815.01579964533,92824.2496214807,-0.259609260596335
"199",-2907.18729700893,26575.7711604238,-0.760624593123794
"200",-3089.27258232143,-58972.1805881709,-0.219300868455321
"201",-4851.80780824739,-156.875886023045,-0.376393442973495
"202",-3267.68749495968,-14849.5654109865,0.508660688530654
"203",-2585.59807392303,-64810.0157734007,-0.106435559224337
"204",-2349.76408611983,20384.1592650861,-0.364864757750183
"205",-417.315831035376,-46103.1580343843,-0.354471227619797
"206",-4485.7098848559,-8954.76373843849,0.817370297387242
"207",-610.196429700591,-30000.8840393275,0.710667589213699
"208",-1009.89374734927,59696.820564568,0.605695099569857
"209",-4090.50815585069,70874.6201824397,0.0322990142740309
"210",-2102.25440782961,-93414.5756997168,-0.736875659786165
"211",-100.079179392196,74871.6067057103,-0.478546411730349
"212",-3528.07238693349,-77528.8403499871,0.590101966634393
"213",-1324.75441854913,85547.313792631,-0.0913795386441052
"214",-2937.73784292862,-58125.2812873572,-0.0950291422195733
"215",-4297.9629722191,43893.0252566934,-0.857477381825447
"216",-833.641160931438,-15467.2316275537,0.956943525932729
"217",-3811.31961187348,-80371.9791583717,0.784691945184022
"218",-3407.47810122557,-41091.6523542255,-0.0373317515477538
"219",-2072.39681291394,7958.11419375241,0.147727601695806
"220",-3996.44622311462,5069.92964074016,0.117175655439496
"221",-4994.43476875313,-48033.4921274334,0.662998456507921
"222",-1820.12161915191,39525.3832451999,0.3977599167265
"223",-1464.69839883503,-59118.7055688351,-0.160058804322034
"224",-2198.8021933008,-73794.0612714738,-0.963036842644215
"225",-2697.75900547393,57023.2579950243,0.907885222695768
"226",-4200.92481712345,-86331.5660040826,-0.0396557371132076
"227",-2302.84909012262,-42472.3377451301,-0.33237416530028
"228",-1894.21907048672,84882.7118054032,-0.942886914592236
"229",-1532.25530863274,8097.00051322579,0.909562368411571
"230",-1511.71099259518,-74637.5485789031,-0.360477021429688
"231",-1353.3370132558,70461.8556890637,-0.199379752390087
"232",-446.178925503045,64798.2365917414,-0.364432234782726
"233",-2221.5721211629,-4886.48135215044,0.431989880278707
"234",-4311.02808308788,47459.9999841303,-0.0529027143493295
"235",-318.0360740982,-44609.3036793172,0.832098414190114
"236",-1995.32144593541,839.75438028574,-0.507584640756249
"237",-4891.96959761903,-60322.7773215622,-0.212063196115196
"238",-1442.3031629296,-19573.667505756,-0.151074282824993
"239",-4716.53972167987,-7296.81900702417,-0.0537188560701907
"240",3.25922763440758,-71680.6230600923,0.394621536135674
"241",-617.677521705627,40188.2349513471,-0.77704556286335
"242",-3663.50597124547,-4133.68721492589,-0.485693138092756
"243",55.359475268051,-51590.9568872303,-0.996621300000697
"244",-1116.95754572283,-3619.35487017035,-0.233944731298834
"245",-3905.45285134576,20210.3825286031,0.202896710019559
"246",-2213.49704265594,-52635.7704307884,0.280794114805758
"247",-3155.71726567578,65237.5100180507,-0.908596467692405
"248",-849.850841751322,-93239.9698067456,0.29411918669939
"249",-765.862630400807,-89331.8666145205,0.506238886620849
"250",-3914.15409706533,-5446.49665243924,-0.676893569063395
"251",-2721.70733441599,-3157.71582536399,0.958655358292162
"252",-1538.32300235517,45635.842718184,0.910841776523739
"253",-1254.79460556526,49958.4151897579,-0.108857887331396
"254",-4263.415768696,-63046.9092167914,-0.401586871594191
"255",-311.674951808527,23859.4070076942,0.296971501782537
"256",-1378.04981486406,-53985.7567753643,0.556944059208035
"257",-4613.48567951936,-70404.7345556319,0.452908447943628
"258",-508.160893199965,-5817.43023358285,-0.642256443854421
"259",-4038.44549770001,-67307.368433103,-0.984250523615628
"260",-2965.35868549254,58268.9739763737,-0.78915405832231
"261",-1605.12292389758,-25933.5221722722,0.427881438750774
"262",-4250.92915778514,94146.5975251049,-0.84549694834277
"263",-1695.51051317248,-62588.5455403477,0.697668575681746
"264",-3888.14278519712,30206.5356634557,-0.74643268622458
"265",-1688.89371210244,9156.85864165425,-0.176975776441395
"266",-2171.90473098308,18842.3911575228,0.929205603897572
"267",-909.130621259101,-16054.5467399061,-0.123392472509295
"268",-806.971295713447,-20066.3647148758,0.648987540975213
"269",-3160.46447800472,8564.8394189775,0.9818902076222
"270",-3807.44905406609,-93103.6099791527,-0.935886365827173
"271",-2415.02537166234,-85971.3250305504,-0.471181963104755
"272",-2165.50522719044,-55310.0487217307,0.932350282557309
"273",-2248.76613619272,73033.4379710257,-0.65412762016058
"274",-2222.49695947394,97781.7866019905,-0.276875457260758
"275",-1186.4314253442,2324.97961260378,-0.985269551631063
"276",-869.463692395948,-61045.5664806068,0.264952141325921
"277",-4503.56722613797,73911.3578107208,0.535572648514062
"278",-3713.64399348386,-79782.3395580053,-0.262517214752734
"279",-1771.01770548616,-45397.1560113132,-0.866248743142933
"280",-866.644593980163,-51206.2015011907,-0.418937266338617
"281",-3784.58748818375,-34952.7986254543,0.266092136036605
"282",-822.273288364522,-45284.921862185,0.102426380850375
"283",-4181.73637164291,-28311.3513607532,0.406285309232771
"284",-774.574720975943,-11402.5154151022,0.793348187580705
"285",-21.8642321880907,-48008.2395486534,-0.49971658969298
"286",-4407.03953090124,96376.1414401233,0.0831752670928836
"287",-3939.09495293628,25565.0640465319,-0.523787441197783
"288",-3023.09109184425,11714.5468015224,-0.37138744816184
"289",-3352.28330558166,39193.2478174567,-0.631744644138962
"290",-4752.33001187444,12344.0937604755,-0.618835701141506
"291",-4619.97983979527,36118.882521987,-0.194732045289129
"292",-1035.43151319027,85315.8385492861,0.715987558942288
"293",-717.885882314295,33818.1311264634,0.819107023533434
"294",-2553.52822702844,-54242.888931185,0.127428208012134
"295",-580.806051776744,-86406.8975206465,-0.427984029054642
"296",-1323.29781064764,951.835140585899,-0.678230721503496
"297",-4713.57124615461,-74435.1655244827,-0.228339620865881
"298",-1579.17374225799,29626.749176532,0.894690161105245
"299",-1538.26639964245,96915.8080406487,-0.599834042135626
"300",-3569.29058255628,55900.864303112,-0.684973021969199
"301",-350.463776290417,-43556.2968254089,0.0561171565204859
"302",-4487.55753096193,-94807.7186010778,0.226327621378005
"303",-1941.66533972602,-6172.73123934865,0.369717494118959
"304",-4047.61840261053,2523.78098666668,-0.836041439790279
"305",-1508.39258315973,-63936.9568321854,-0.981837072409689
"306",-609.458411927335,-30465.1672020555,0.255413677543402
"307",-4951.95554310922,-12304.8397246748,-0.494864106178284
"308",-311.845717020333,-59871.6402426362,0.903324763290584
"309",-2622.63773232698,42378.3005215228,0.367131609469652
"310",-661.890430445783,52064.0237722546,0.118547388352454
"311",-4834.94983352721,-47343.4035200626,-0.30942212883383
"312",-2052.97384639271,-27675.5620259792,-0.645236708689481
"313",-1665.07114334963,79045.8755102009,0.0758603303693235
"314",14.07049538102,-66769.0468020737,0.461755577009171
"315",39.3593080807477,-63577.7438990772,0.346734075807035
"316",-968.11844818294,71973.1264282018,-0.193490931764245
"317",-2721.11082698684,55237.9660774022,0.190224912483245
"318",-2104.68548175413,48878.4386310726,0.222243147902191
"319",-936.06852053199,-33062.6538489014,0.794573313556612
"320",-3945.20368920639,-45033.9843984693,-0.783522881101817
"321",-4365.53825878073,-87987.7469502389,-0.127121011726558
"322",-4475.57905372232,11696.3986773044,-0.580215413123369
"323",-1454.95506022125,39134.8659992218,-0.282498728018254
"324",-1427.2105069831,-74166.3857363164,0.760303767398
"325",-1601.53054678813,-28185.7100315392,0.332524161785841
"326",-1610.91030309908,51262.7764604986,0.93472021818161
"327",-1388.3535533445,6634.56777110696,0.044882046058774
"328",-1943.74808990397,58533.9189507067,-0.762898576911539
"329",-2320.22350225598,-74840.7822102308,0.985615205019712
"330",-1501.28992947284,16348.0860646814,0.557048900984228
"331",-3995.28508260846,58669.9426639825,-0.704149284865707
"332",-2601.95455274079,-29702.54519023,0.679049210622907
"333",-880.680544441566,92088.4572900832,0.119124757125974
"334",-4127.18566281255,99372.4144529551,0.585944373626262
"335",-1887.69589401782,34921.7882845551,-0.0561106717213988
"336",-1677.39999147598,-91538.0356367677,0.527507024817169
"337",-1821.47637351882,-2941.98538176715,0.785833917558193
"338",-1615.78001254238,1819.7653349489,0.0554148191586137
"339",-4467.00793202035,-90899.5574340224,-0.576395724900067
"340",-4276.6711674165,66783.1708677113,0.504848280455917
"341",-1898.19162669592,94485.4801986367,-0.816130606457591
"342",-4640.63788373023,20462.8342296928,-0.555934279225767
"343",-3190.82817013841,-15748.0110414326,0.310102993156761
"344",-1558.24780794792,-13550.9014129639,0.420883283019066
"345",-4004.0791193489,-63871.1165171117,-0.625332828611135
"346",-2527.04212113749,-14324.9062821269,-0.570525439921767
"347",-3270.92793970369,-41767.1454604715,0.208290806505829
"348",-4134.92206549272,39323.9524681121,-0.575871312525123
"349",-867.197039211169,8840.46489372849,-0.723269740585238
"350",-2602.5515565183,-47292.754240334,0.835458778776228
"351",-3115.53943997715,-5348.14996644855,0.92236140742898
"352",-3662.34110812657,-56993.7391206622,-0.903232803568244
"353",-3533.56928003486,83921.1667422205,0.982752116397023
"354",-1733.95300286356,18052.168097347,0.566814231220633
"355",-1087.46727709658,35715.9196399152,-0.812798535916954
"356",-1334.50919336174,-73926.666053012,0.104573029559106
"357",-4309.39400452189,-59098.8150332123,0.0169578939676285
"358",-2090.42980927043,-61960.6599677354,-0.269953491631895
"359",-1904.74288484547,-79600.0546775758,0.243966106325388
"360",-762.637345655821,55341.8482653797,-0.840628150384873
"361",-2623.44336390961,-61432.6720125973,-0.867805360350758
"362",-1920.84825769998,-74437.7616792917,0.461858647409827
"363",-4800.38400387857,-58316.2149880081,0.285601665265858
"364",-837.721099378541,2279.85801175237,-0.133512264117599
"365",-1667.95974597335,-67047.9987747967,-0.990384853910655
"366",-4463.65069223102,-89166.5867529809,0.352341014891863
"367",-3591.14015230443,60877.4452470243,0.866206003818661
"368",-696.419194270857,-4508.68005864322,-0.195490214973688
"369",-2798.29076316673,16271.9633430243,-0.518750938121229
"370",-879.412947897799,62039.8350059986,-0.935605869628489
"371",-1700.09017230477,42247.8687949479,0.152460156939924
"372",-2802.58763197344,-26973.8321192563,-0.734783885534853
"373",-1643.65971859079,75947.9804430157,-0.711306340526789
"374",-4797.24283949472,67105.1658224314,0.15182826295495
"375",-939.360793307424,-96341.0627562553,-0.274517582729459
"376",-4138.35203456692,92191.0859178752,-0.691366746556014
"377",-4816.24248616863,9731.22538998723,-0.12742431787774
"378",-340.898437937722,-83174.3058748543,-0.346553505863994
"379",-4810.86534601636,80308.1809077412,-0.961039479356259
"380",-3085.31152405776,92857.0028394461,0.690894572064281
"381",-3776.19763931725,72038.5624095798,0.223141557537019
"382",-903.350478294306,-74715.4829557985,-0.182609029579908
"383",-2476.53918548021,-22116.0457469523,0.81870898604393
"384",-3151.79897292983,67238.1470911205,-0.455917915329337
"385",-1952.06655603833,44295.7347724587,-0.81156951515004
"386",-3342.73466614541,-47156.1072394252,-0.437083182856441
"387",-2230.50902667455,-65619.5075716823,0.900267810560763
"388",-1269.35717214365,32201.1660318822,0.491541555617005
"389",-1397.32647736091,76906.280266121,0.612515066750348
"390",-177.359633240849,88619.76088956,-0.965918055269867
"391",-2349.45475065615,-42855.9966385365,0.865967999678105
"392",-2008.80535964388,-76546.6140583158,0.784435683861375
"393",-989.07543157693,96317.3659984022,-0.982489604502916
"394",-888.806143612601,-89911.6593878716,-0.0404098373837769
"395",-1952.43289438076,33161.4055670798,0.190954086370766
"396",-4777.97408532351,20300.210127607,-0.866063619032502
"397",-1745.18118661363,-27154.7216922045,0.408848505932838
"398",-2664.64122468606,11310.3546202183,0.282357711344957
"399",-4836.42774522305,92138.5005116463,-0.773752708919346
"400",-2848.96862481255,42308.142175898,0.0695478087291121
"401",-3883.33437240217,38831.2290422618,0.99943663040176
"402",-3651.71859525144,37371.0687272251,0.39166869642213
"403",-3238.56868846342,79578.8771472871,-0.575649848207831
"404",-2781.57259956934,-98859.9586300552,-0.274320208001882
"405",-3835.96151997335,26091.8856598437,-0.282514011487365
"406",-2246.73435909208,32732.1831136942,-0.490534693934023
"407",-3032.78394660447,87385.829584673,0.19993268372491
"408",-2008.27890501823,-38946.6884080321,-0.883251082152128
"409",-2741.37894890737,13592.5164446235,0.380317163653672
"410",-1355.6299503427,91385.5560589582,-0.490520277060568
"411",-2251.04009448551,83339.1482941806,0.45660911174491
"412",-819.097866443917,74349.5147209615,0.489406740758568
"413",-4564.71250129398,58121.9993997365,-0.596772457938641
"414",-4535.86934625637,-14284.6048343927,-0.703228780534118
"415",-2354.07076433767,-14867.9429199547,0.442419336177409
"416",-2077.76045547798,69203.437725082,-0.962732467800379
"417",-767.045233817771,-34849.6706224978,0.775207080878317
"418",-666.19308325462,-18436.9536582381,-0.376149876974523
"419",-1641.03773934767,-1159.19737145305,0.677809371612966
"420",-2312.95664631762,74293.5082409531,-0.0894559258595109
"421",-2276.45444057416,-39680.7770710438,-0.423232570756227
"422",-3620.96753052901,87254.9512423575,0.607455649413168
"423",-1151.59820998088,90512.9502993077,0.123037502169609
"424",-1213.36831410881,64484.3288231641,0.735081711318344
"425",-573.359103314579,19121.5093247592,0.837664702907205
"426",-1448.24523895513,-98610.4664392769,0.375053993891925
"427",20.5666493624449,-52781.7547786981,0.271909037604928
"428",-568.590417387895,32351.6087140888,0.493653716519475
"429",-956.399767752737,-91678.915778175,-0.361821653321385
"430",-974.773153406568,-45367.5833065063,-0.558913978282362
"431",-3718.63432982937,99656.4912144095,-0.824845159891993
"432",-4106.62592553999,-95713.5875709355,-0.406152105424553
"433",-2967.55767380819,-25879.8486087471,0.573343377560377
"434",-2439.4424909493,-48051.1832982302,-0.303311056923121
"435",-1149.06563162804,-44868.5655370355,-0.38766732532531
"436",-4891.90051970072,-14759.1853514314,0.192458869423717
"437",-1443.16722706426,33583.0030031502,-0.433909778948873
"438",-727.816046215594,33274.5822146535,0.300866653211415
"439",66.9226347934455,-24110.1926658303,-0.0957797854207456
"440",-3578.8614068646,90946.5802367777,-0.998007654678077
"441",-707.931878254749,15518.302237615,-0.447320359759033
"442",-789.058666210622,43282.1424677968,-0.103365743067116
"443",-4895.3234318411,22388.5270766914,-0.913182206451893
"444",-1960.67398122977,-35087.6936223358,-0.0929860705509782
"445",-3816.87480334658,33386.4663727582,-0.62536402978003
"446",-3254.45387619548,-22767.2656066716,-0.300027208868414
"447",-4457.44394734502,-51865.4275685549,-0.517407878302038
"448",-563.529622135684,5823.0119291693,-0.7370759928599
"449",-1101.5087491367,-20269.4640494883,0.789163544774055
"450",-4514.96989533771,-34079.6394273639,-0.479483121074736
"451",51.9225276308134,-80266.818171367,-0.0779113541357219
"452",-4434.01366954204,48670.2713184059,0.222989520523697
"453",-469.60287427064,44481.4268499613,0.266623111441731
"454",-4912.71857067477,66339.2134942114,0.120981426443905
"455",-4998.09138141572,82133.732130751,-0.64524953905493
"456",-2182.04524328467,-24611.4255394787,0.734453427605331
"457",-3331.74403258599,3953.16574722528,0.799979706294835
"458",-3359.919312899,-87892.0022863895,0.127124881371856
"459",-1372.65229355544,-64035.6354415417,0.375043536536396
"460",-1770.93338919804,-35071.9692651182,-0.410014788620174
"461",-2721.605264768,-29715.5256848782,0.307851983699948
"462",-1239.22029102687,48900.075443089,-0.326541739050299
"463",-4401.6032041749,-14098.7747814506,-0.760852636303753
"464",-555.035433243029,-93958.8515087962,-0.274482872802764
"465",-4798.94453068264,52880.7909227908,0.335061930119991
"466",-4825.40263682604,41435.2092891932,-0.15885067731142
"467",-3469.52650123276,33578.0811496079,-0.800022997893393
"468",-542.367936600931,30512.5509854406,-0.136918524745852
"469",-490.954350121319,-82303.9765935391,0.643550912849605
"470",-1274.86129198223,83007.710147649,-0.751359222456813
"471",-3078.19683926646,71390.7670695335,-0.135739893186837
"472",-4535.86790352128,63459.613872692,-0.440085983369499
"473",-1539.57002537791,73659.5136579126,-0.631207145750523
"474",-697.600099653937,25619.9723109603,0.0214719939976931
"475",-334.66438439209,-79874.8414497823,0.421398562844843
"476",-3072.66690100078,-77475.6356142461,-0.413450142834336
"477",-541.586421849206,-31729.1077692062,-0.899613549001515
"478",-4990.25781794917,-18088.1710723042,-0.32060012826696
"479",-474.02903707698,47090.1858527213,0.356594280805439
"480",-2396.92908376455,-36635.2068725973,-0.606111587490886
"481",-3481.61484363955,97634.094953537,0.90835722303018
"482",-1692.27901457343,75270.423386246,-0.836374383885413
"483",-379.389448650181,82749.5061326772,-0.61973590310663
"484",-606.314623309299,13974.1994440556,-0.210677037015557
"485",-4051.34244740475,-44945.0385756791,0.764045911841094
