a,b,c,d,e,1e5
1132,963,FUX07ECR0JX,18.5,vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros,1e5
456,962,COG43VVV5QW,19,Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus,1e5
1527,961,HVN93STH7MM,19.5,lectus sit amet luctus vulputate, nisi sem semper erat, in,1e5
355,960,NHC05EQT6YP,20,sit amet, faucibus ut, nulla. Cras eu tellus eu augue,1e5
1589,959,EBQ18XYI8IB,20.5,nulla. Donec non justo. Proin non massa non ante bibendum,1e5
1282,958,VCC72PAJ6NO,21,ligula. Aenean gravida nunc sed pede. Cum sociis natoque penatibus,1e5
616,957,EHX60BSR1NP,21.5,cursus luctus, ipsum leo elementum sem, vitae aliquam eros turpis,1e5
1711,956,LMW01SEF4LU,22,tellus. Suspendisse sed dolor. Fusce mi lorem, vehicula et, rutrum,1e5
1620,955,MAI83NBF1DH,22.5,ut aliquam iaculis, lacus pede sagittis augue, eu tempor erat,1e5
1639,954,MJK61VDB9FU,23,quam quis diam. Pellentesque habitant morbi tristique senectus et netus,1e5
884,953,HMG72SUP5DD,23.5,facilisis, magna tellus faucibus leo, in lobortis tellus justo sit,1e5
754,952,GSR15ELX7QT,24,Vestibulum accumsan neque et nunc. Quisque ornare tortor at risus.,1e5
1473,951,QDN75UFV5MN,24.5,quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla.,1e5
188,950,BNF68MKO5XS,25,eu, accumsan sed, facilisis vitae, orci. Phasellus dapibus quam quis,1e5
1693,949,MSO44FOY9DS,25.5,Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec,,1e5
1932,948,HQM67OEY2BK,26,quis lectus. Nullam suscipit, est ac facilisis facilisis, magna tellus,1e5
1198,947,ANH03UTX1ED,26.5,erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse,1e5
239,946,CWV28DVH7OV,27,interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus nibh,1e5
957,945,BZW65WDW9MQ,27.5,magna a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla,1e5
840,944,VWO59QLV8GY,28,ridiculus mus. Donec dignissim magna a tortor. Nunc commodo auctor,1e5
1081,943,TFJ66KRO0GL,28.5,augue ac ipsum. Phasellus vitae mauris sit amet lorem semper,1e5
187,942,JRS00OYQ0XH,29,natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.,1e5
1518,941,DTS82LBQ1TB,29.5,semper tellus id nunc interdum feugiat. Sed nec metus facilisis,1e5
647,940,CAT20DZV2BJ,30,sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus,1e5
1457,939,LBZ97DSM9AX,30.5,consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.,1e5
1345,938,ATS70UUV0WZ,31,dolor. Quisque tincidunt pede ac urna. Ut tincidunt vehicula risus.,1e5
1412,937,ECB37MJU4DY,31.5,felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris sit,1e5
1293,936,WFO88OQO3RJ,32,pellentesque. Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna.,1e5
1056,935,KZM46QNS9IF,32.5,eu arcu. Morbi sit amet massa. Quisque porttitor eros nec,1e5
240,934,RLB80XBQ7YE,33,bibendum sed, est. Nunc laoreet lectus quis massa. Mauris vestibulum,,1e5
1005,933,NDV66GPC6HT,33.5,nonummy ut, molestie in, tempus eu, ligula. Aenean euismod mauris,1e5
2024,932,SNF06WLR7NP,34,erat nonummy ultricies ornare, elit elit fermentum risus, at fringilla,1e5
295,931,KTI82VYB4PI,34.5,Quisque tincidunt pede ac urna. Ut tincidunt vehicula risus. Nulla,1e5
1410,930,ZHL22DTM1JJ,35,tincidunt orci quis lectus. Nullam suscipit, est ac facilisis facilisis,,1e5
135,929,CDR92CQP9WK,35.5,ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque,1e5
1929,928,VLG81GEO4LS,36,dictum eu, eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur,1e5
1898,927,WOH46KPH2WJ,36.5,posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse,1e5
885,926,HVV17RPA5SG,37,placerat, orci lacus vestibulum lorem, sit amet ultricies sem magna,1e5
550,925,SCZ80VLI3CS,37.5,Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem,,1e5
780,924,ATT91BTZ1NR,38,nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet.,1e5
1096,923,EMU87NYS4ZO,38.5,egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus,1e5
641,922,WYA73AMC9QD,39,posuere cubilia Curae; Donec tincidunt. Donec vitae erat vel pede,1e5
1319,921,IGH07MOP3HC,39.5,litora torquent per conubia nostra, per inceptos hymenaeos. Mauris ut,1e5
30,920,NGO35LIP1QP,40,lorem fringilla ornare placerat, orci lacus vestibulum lorem, sit amet,1e5
1498,919,PIW39EPG2JS,40.5,ipsum ac mi eleifend egestas. Sed pharetra, felis eget varius,1e5
1967,918,BDB31OOS9DD,41,aptent taciti sociosqu ad litora torquent per conubia nostra, per,1e5
1457,917,IXI06XIM2HR,41.5,nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus,1e5
1098,916,YEG71HXF6AU,42,consequat purus. Maecenas libero est, congue a, aliquet vel, vulputate,1e5
1507,915,SHW90FWI2NG,42.5,Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo.,1e5
42,914,MVS23QLQ4PY,43,nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis,1e5
1646,913,NIO70HZY2ZE,43.5,a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo,1e5
672,912,KRO96ATK3DA,44,ligula tortor, dictum eu, placerat eget, venenatis a, magna. Lorem,1e5
1512,911,LJR71FCT9EB,44.5,et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat,,1e5
287,910,IXI42SDU6UV,45,quis massa. Mauris vestibulum, neque sed dictum eleifend, nunc risus,1e5
389,909,DOF92RIY4MD,45.5,nunc sed libero. Proin sed turpis nec mauris blandit mattis.,1e5
528,908,BTH98QWE0BX,46,felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris sit,1e5
1773,907,PZS01VOK7VC,46.5,enim non nisi. Aenean eget metus. In nec orci. Donec,1e5
1617,906,NPY08ZVD9RT,47,venenatis a, magna. Lorem ipsum dolor sit amet, consectetuer adipiscing,1e5
1798,905,VWU07JAK3FG,47.5,mattis ornare, lectus ante dictum mi, ac mattis velit justo,1e5
1257,904,AUS15GSM3OM,48,non lorem vitae odio sagittis semper. Nam tempor diam dictum,1e5
1417,903,KVL26HBM3UW,48.5,dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu,1e5
410,902,FNM11MYW6MC,49,Cum sociis natoque penatibus et magnis dis parturient montes, nascetur,1e5
2011,901,KWM55XIA0AH,49.5,sem, vitae aliquam eros turpis non enim. Mauris quis turpis,1e5
1056,900,PYJ91PMP7QC,50,ultricies sem magna nec quam. Curabitur vel lectus. Cum sociis,1e5
979,899,SEO01YXP4MM,50.5,fermentum risus, at fringilla purus mauris a nunc. In at,1e5
1013,898,PVU73KRS3UI,51,Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue,,1e5
815,897,BMM79FXN2BL,51.5,sem molestie sodales. Mauris blandit enim consequat purus. Maecenas libero,1e5
1328,896,YQD71SPY4YJ,52,amet ante. Vivamus non lorem vitae odio sagittis semper. Nam,1e5
1385,895,SYZ53BAV8ZA,52.5,lacinia orci, consectetuer euismod est arcu ac orci. Ut semper,1e5
956,894,HTY43WCN5FG,53,Curabitur dictum. Phasellus in felis. Nulla tempor augue ac ipsum.,1e5
312,893,SDN88FUV7CW,53.5,interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus,1e5
1882,892,RSY31FDD6NZ,54,In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas,1e5
138,891,OYI71BXP8SV,54.5,fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies,1e5
1072,890,OTK36BBQ4HW,55,magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum magna.,1e5
798,889,NDJ21YFN6IO,55.5,lectus. Nullam suscipit, est ac facilisis facilisis, magna tellus faucibus,1e5
1933,888,LIT18IXG6PH,56,elit sed consequat auctor, nunc nulla vulputate dui, nec tempus,1e5
439,887,TAB34PMU8RS,56.5,vitae, orci. Phasellus dapibus quam quis diam. Pellentesque habitant morbi,1e5
364,886,KKT03FIC3EL,57,lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum,1e5
810,885,CUS80MWC8HR,57.5,nisl arcu iaculis enim, sit amet ornare lectus justo eu,1e5
139,884,NYU51EYW2HB,58,fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh,1e5
773,883,KRV60XKU7LG,58.5,fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies,1e5
1045,882,BZE30RIV2LA,59,ut, sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla,1e5
687,881,FMK78ULQ4NO,59.5,feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem,1e5
617,880,JGO07QZY0AQ,60,sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus,1e5
1703,879,WUV01ANN7JI,60.5,Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel,1e5
21,878,TSP50YWO9QF,61,a, arcu. Sed et libero. Proin mi. Aliquam gravida mauris,1e5
1180,877,FZF58BIR1LR,61.5,cursus, diam at pretium aliquet, metus urna convallis erat, eget,1e5
1969,876,LZH69BJO6JN,62,rutrum urna, nec luctus felis purus ac tellus. Suspendisse sed,1e5
1912,875,MDD47ILX8HY,62.5,sem, vitae aliquam eros turpis non enim. Mauris quis turpis,1e5
1913,874,BPQ65CRV7QX,63,est, mollis non, cursus non, egestas a, dui. Cras pellentesque.,1e5
443,873,NMT04FEN6WW,63.5,ipsum leo elementum sem, vitae aliquam eros turpis non enim.,1e5
1562,872,SLS83ULZ4ZB,64,Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id,,1e5
1673,871,VUS99GKS2UY,64.5,consequat enim diam vel arcu. Curabitur ut odio vel est,1e5
701,870,QHF80XGU7PO,65,eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus,1e5
1191,869,BER19MZR3ZY,65.5,pellentesque, tellus sem mollis dui, in sodales elit erat vitae,1e5
1423,868,FPR69HYD1AB,66,nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia,1e5
1625,867,UYJ95KDE6CQ,66.5,Donec porttitor tellus non magna. Nam ligula elit, pretium et,,1e5
1639,866,BOT82YLX5JF,67,eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula.,1e5
1068,865,HOO63JPS3CD,67.5,sodales nisi magna sed dui. Fusce aliquam, enim nec tempus,1e5
549,864,TPX33YWC7CB,68,orci luctus et ultrices posuere cubilia Curae; Phasellus ornare. Fusce,1e5
1985,863,QPE11MSR1BB,68.5,neque pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc,1e5
1550,862,JUW80PLZ9UY,69,interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus,1e5
1882,861,SWZ98POZ7RL,69.5,sed dolor. Fusce mi lorem, vehicula et, rutrum eu, ultrices,1e5
785,860,OOL23UBF6DV,70,mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis odio. Nam,1e5
187,859,SXA48TJU6EK,70.5,id risus quis diam luctus lobortis. Class aptent taciti sociosqu,1e5
307,858,EYP63EGT4OO,71,tempor, est ac mattis semper, dui lectus rutrum urna, nec,1e5
1515,857,FPO27HES7ZM,71.5,Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non,1e5
1566,856,EHD44IJB0SF,72,mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin,1e5
933,855,QUA15GTB5LI,72.5,condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus,1e5
355,854,DSQ24UNQ2ZY,73,rutrum non, hendrerit id, ante. Nunc mauris sapien, cursus in,,1e5
28,853,YHF17WZT0MZ,73.5,feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum,1e5
1160,852,OFX23AZA2LV,74,imperdiet, erat nonummy ultricies ornare, elit elit fermentum risus, at,1e5
184,851,BUB67AXA2QX,74.5,augue id ante dictum cursus. Nunc mauris elit, dictum eu,,1e5
810,850,XRK62YXD2HE,75,dictum eu, eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur,1e5
675,849,LQE27FBU8VU,75.5,Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit,1e5
1768,848,ZKT17RVE3CC,76,quis diam luctus lobortis. Class aptent taciti sociosqu ad litora,1e5
473,847,IOK48WDB1WG,76.5,Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel,1e5
1325,846,CAL89KFR5AI,77,orci sem eget massa. Suspendisse eleifend. Cras sed leo. Cras,1e5
365,845,RMH97PND0KA,77.5,orci luctus et ultrices posuere cubilia Curae; Phasellus ornare. Fusce,1e5
881,844,ECR37UKE6HP,78,lorem eu metus. In lorem. Donec elementum, lorem ut aliquam,1e5
1943,843,EVH50ZBH9UX,78.5,eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in,1e5
1876,842,ZUY22CIX4BR,79,eleifend egestas. Sed pharetra, felis eget varius ultrices, mauris ipsum,1e5
501,841,HDV10ZZI5ZI,79.5,elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec,1e5
620,840,FKF63FLG4RI,80,mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin,1e5
1189,839,UVG60OSX7UX,80.5,dignissim magna a tortor. Nunc commodo auctor velit. Aliquam nisl.,1e5
266,838,MRL09RNF3VK,81,metus vitae velit egestas lacinia. Sed congue, elit sed consequat,1e5
176,837,VKL59FKG8MV,81.5,dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque,1e5
814,836,OHH24TXW8XO,82,auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris,1e5
203,835,WFM62IAS9AX,82.5,consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae, sodales,1e5
566,834,SVC22RON8ZH,83,fringilla mi lacinia mattis. Integer eu lacus. Quisque imperdiet, erat,1e5
1763,833,ESK58GSH8AQ,83.5,adipiscing, enim mi tempor lorem, eget mollis lectus pede et,1e5
1469,832,OXQ91ITH5ZY,84,consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit,1e5
1014,831,VCU69YIJ4DQ,84.5,sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor,1e5
921,830,NFC39QHN5MW,85,Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris,1e5
1553,829,LGS57NRN1QM,85.5,semper, dui lectus rutrum urna, nec luctus felis purus ac,1e5
16,828,YQQ10DIE5FV,86,eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis,,1e5
1569,827,JIQ60CXT6QH,86.5,dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus,1e5
353,826,LZQ99PPQ7RU,87,vestibulum massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt,1e5
1741,825,IGR10AMR6OT,87.5,mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent,1e5
629,824,LFP73BUB9UQ,88,elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris,1e5
840,823,IGF31NPU6QV,88.5,vel, vulputate eu, odio. Phasellus at augue id ante dictum,1e5
577,822,NSB00MIQ2SR,89,quam, elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar,1e5
1551,821,RVJ22SMK0PY,89.5,amet ultricies sem magna nec quam. Curabitur vel lectus. Cum,1e5
772,820,QHE85RNQ7OC,90,nec orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus,1e5
361,819,JUV35NFY7LR,90.5,pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus,1e5
1732,818,SWU42LSK2HC,91,dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et,1e5
1823,817,XIZ95IUJ7IW,91.5,feugiat non, lobortis quis, pede. Suspendisse dui. Fusce diam nunc,,1e5
586,816,QJY82RTA0ZL,92,nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula.,1e5
786,815,SBM49JVX3JG,92.5,nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus,,1e5
1480,814,AMP97FIS1OK,93,lorem eu metus. In lorem. Donec elementum, lorem ut aliquam,1e5
1208,813,MUB21THR2FB,93.5,Quisque nonummy ipsum non arcu. Vivamus sit amet risus. Donec,1e5
261,812,KLK51KBU3VZ,94,nisi nibh lacinia orci, consectetuer euismod est arcu ac orci.,1e5
1098,811,CHY98KTX6XR,94.5,euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur,1e5
1213,810,XCQ02BMQ6QA,95,montes, nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc,1e5
834,809,KNK00MJZ4GJ,95.5,molestie sodales. Mauris blandit enim consequat purus. Maecenas libero est,,1e5
294,808,ZCV86SZI7FK,96,mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean,1e5
1717,807,AVW72GFQ3GD,96.5,arcu ac orci. Ut semper pretium neque. Morbi quis urna.,1e5
464,806,PYP70OVX4MQ,97,urna justo faucibus lectus, a sollicitudin orci sem eget massa.,1e5
1684,805,JQF54GKI9RO,97.5,sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor,-1e-5
644,804,XLM66BOG7QV,98,ante bibendum ullamcorper. Duis cursus, diam at pretium aliquet, metus,1e-5
1127,803,GCE69OGE1SK,98.5,enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris,01e5
85,802,JFP55NAZ1RA,99,Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla.,-01e5
1908,801,UJT49ZNC6MQ,99.5,commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies,01e5
1684,805,JQF54GKI9RO,97.5,sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor,-01e-5
644,804,XLM66BOG7QV,98,ante bibendum ullamcorper. Duis cursus, diam at pretium aliquet, metus,01e-5
1127,803,GCE69OGE1SK,98.5,enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris,01e5
85,802,JFP55NAZ1RA,99,Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla.,-01e5
1908,801,UJT49ZNC6MQ,99.5,commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies,01e5
,01e5
