x1,x2,y
cat12,0.609015373745933,1
cat50,0.408986728638411,1
cat21,0.905897511634976,1
cat25,0.459838188020512,0
cat31,0.807257207110524,1
cat17,0.101155878277496,0
cat29,0.991609471384436,0
cat5,0.983283392852172,0
cat26,0.058091935236007,1
cat29,0.161984571255744,0
cat30,0.0400452641770244,1
cat36,0.495450141839683,0
cat32,0.776410486083478,1
cat3,0.551632399205118,0
cat45,0.0890379929915071,0
cat41,0.183337083319202,0
cat13,0.709480407414958,1
cat43,0.027262405725196,0
cat8,0.1798207804095,0
cat27,0.211244070669636,1
cat12,0.197294640820473,0
cat20,0.644194424618036,1
cat46,0.430910526541993,0
cat6,0.126825536601245,0
cat46,0.361848760861903,1
cat19,0.795010577654466,1
cat43,0.954768761526793,1
cat22,0.213585510849953,0
cat25,0.0543336267583072,0
cat33,0.677743464242667,1
cat19,0.26966411457397,0
cat14,0.777838179608807,1
cat11,0.332785964710638,0
cat1,0.0960276124533266,1
cat17,0.295950385043398,1
cat44,0.752271554898471,0
cat28,0.985186776146293,1
cat31,0.318605313077569,0
cat1,0.144759696675465,0
cat39,0.31063557905145,1
cat11,0.587320171063766,1
cat14,0.310710864840075,0
cat28,0.353332159342244,0
cat45,0.704925185069442,1
cat40,0.104022406972945,0
cat1,0.542832220904529,1
cat29,0.41620592516847,1
cat34,0.840953800361603,1
cat32,0.8687168948818,1
cat21,0.432003688300028,0
cat10,0.116238959832117,0
cat20,0.470280109904706,0
cat3,0.789233538787812,1
cat49,0.885973680298775,1
cat26,0.334430000279099,0
cat7,0.920953268185258,0
cat29,0.400625580688938,0
cat22,0.62367207580246,1
cat15,0.434564663795754,0
cat24,0.560405925614759,1
cat23,0.541821166872978,0
cat24,0.624060750007629,1
cat16,0.616293537197635,1
cat12,0.294406486675143,0
cat20,0.15827475534752,0
cat31,0.406988481990993,0
cat11,0.378879264462739,1
cat45,0.751513002673164,1
cat21,0.305182298412547,0
cat44,0.791704630479217,0
cat19,0.055076255928725,0
cat28,0.826387866633013,1
cat19,0.00421432266011834,0
cat12,0.713622480863705,1
cat49,0.176525528542697,0
cat14,0.749492888804525,1
cat14,0.737606585025787,1
cat1,0.90325838397257,0
cat49,0.751221887767315,1
cat35,0.211788408923894,0
cat44,0.777890915283933,1
cat22,0.584851505234838,1
cat47,0.219616702292114,1
cat44,0.301157926907763,1
cat47,0.188815633533522,0
cat30,0.21041085687466,0
cat9,0.0756679193582386,0
cat16,0.533744309097528,1
cat47,0.808823885861784,0
cat19,0.492892257403582,0
cat44,0.691825740737841,1
cat44,0.00562626286409795,1
cat8,0.0508615940343589,0
cat9,0.771592698525637,1
cat21,0.279357868479565,1
cat39,0.0376797989010811,1
cat26,0.518563802121207,0
cat20,0.970601194771007,0
cat44,0.248328002402559,0
cat13,0.58230309584178,1
cat9,0.971510797273368,0
cat13,0.871535017155111,0
cat13,0.629340736195445,1
cat4,0.0502287659328431,0
cat16,0.377201954834163,0
cat40,0.195365179562941,1
cat36,0.449941826751456,0
cat22,0.264993061078712,1
cat19,0.0358264576643705,0
cat23,0.655325996223837,0
cat33,0.24981670291163,1
cat34,0.129579969216138,0
cat39,0.0066070023458451,0
cat10,0.433558257762343,0
cat42,0.405619005905464,1
cat34,0.665397470118478,1
cat35,0.45325605943799,0
cat31,0.136676358757541,0
cat29,0.974302449496463,1
cat37,0.867619066266343,1
cat28,0.51912264409475,0
cat18,0.614128112327307,1
cat27,0.351592337246984,0
cat11,0.405165414093062,0
cat18,0.283683118643239,0
cat42,0.866880798246711,1
cat40,0.762886083917692,1
cat50,0.473361678188667,1
cat17,0.291118530323729,0
cat22,0.0505512515082955,0
cat43,0.325620510615408,1
cat5,0.48538935254328,0
cat31,0.547673265682533,1
cat39,0.883863671682775,1
cat28,0.706884425366297,1
cat38,0.184214619919658,0
cat39,0.285597494570538,0
cat17,0.563459195429459,1
cat39,0.284028689842671,0
cat26,0.835109162610024,1
cat41,0.174831030424684,0
cat43,0.806590925902128,1
cat37,0.805856279795989,1
cat23,0.706974853761494,1
cat35,0.353315512882546,0
cat1,0.385997951962054,0
cat37,0.112916943151504,0
cat44,0.00770804891362786,1
cat49,0.105122880311683,0
cat23,0.0991698727011681,0
cat42,0.0869803277309984,1
cat49,0.171462695114315,0
cat30,0.00558831170201302,0
cat48,0.129991770256311,1
cat23,0.107102040434256,0
cat26,0.0783719448372722,1
cat6,0.601194363553077,1
cat3,0.593203098746017,1
cat12,0.947239296976477,1
cat24,0.52443085424602,0
cat7,0.892622710671276,1
cat46,0.58469669916667,1
cat38,0.565389374969527,0
cat46,0.312008473090827,1
cat37,0.602671608794481,1
cat35,0.835906298132613,1
cat8,0.267186972778291,0
cat13,0.241514198249206,0
cat44,0.962606387212873,1
cat26,0.670155777828768,1
cat29,0.211770920548588,0
cat31,0.47031405963935,0
cat16,0.130079264752567,0
cat20,0.800127291819081,1
cat31,0.306240699719638,0
cat43,0.812710831873119,1
cat26,0.511471792357042,1
cat47,0.137949655996636,1
cat28,0.0761999778915197,0
cat34,0.674109359271824,1
cat46,0.214462539646775,0
cat45,0.0614187016617507,0
cat44,0.490378941176459,0
cat40,0.91019842447713,1
cat39,0.914269692031667,1
cat21,0.359358988469467,0
cat20,0.300799048738554,0
cat24,0.933852770365775,1
cat7,0.509657182730734,1
cat38,0.871211076853797,1
cat5,0.0777933986391872,0
cat17,0.78649944299832,1
cat1,0.67838030308485,0
cat36,0.196782985236496,0
cat26,0.198017694056034,0
cat7,0.212768277619034,0
cat11,0.430270632961765,0
cat15,0.553656584816054,1
cat29,0.227603625506163,1
cat41,0.305589687312022,0
cat6,0.228103084722534,0
cat10,0.759912012377754,0
cat16,0.0464324671775103,0
cat15,0.770856383256614,0
cat43,0.478910055710003,1
cat4,0.101439346326515,0
cat19,0.799385496415198,1
cat50,0.0660319933667779,1
cat42,0.662099921377376,1
cat40,0.583988272584975,1
cat25,0.688686000416055,1
cat27,0.190290644299239,0
cat7,0.863570922752842,0
cat12,0.129140411503613,0
cat41,0.0476307151839137,1
cat8,0.175334337633103,0
cat40,0.75998199917376,1
cat44,0.64920693449676,1
cat50,0.342343904078007,0
cat50,0.376990652410313,1
cat14,0.388326463289559,0
cat15,0.255235143937171,0
cat48,0.302230321802199,0
cat45,0.698839231859893,1
cat13,0.984638396184891,1
cat35,0.746846638387069,1
cat8,0.982129363110289,1
cat25,0.375607723603025,0
cat14,0.814633169444278,0
cat42,0.973702776478603,1
cat45,0.860174325993285,1
cat35,0.493511585053056,0
cat4,0.888131975429133,1
cat32,0.442857287591323,1
cat25,0.923222654499114,0
cat47,0.265640079509467,0
cat7,0.725239195628092,0
cat40,0.103157087927684,0
cat49,0.860813711537048,1
cat3,0.474975077668205,0
cat31,0.223801002139226,1
cat43,0.835103992372751,1
cat45,0.990519451675937,1
cat26,0.494496591389179,0
cat44,0.026145743438974,1
cat25,0.828692733542994,0
cat42,0.424512140685692,0
cat34,0.542147848056629,1
cat43,0.685896057635546,0
cat36,0.257723489310592,0
cat46,0.51254748669453,1
cat24,0.118404743261635,1
cat36,0.534031130839139,1
cat26,0.212172734783962,1
cat48,0.472979771671817,0
cat22,0.0901221996173263,0
cat14,0.270436142804101,0
cat27,0.0766392555087805,0
cat41,0.648849649121985,0
cat43,0.147419469896704,1
cat43,0.462351015536115,0
cat39,0.322165466146544,0
cat3,0.799789348850027,0
cat6,0.887699345592409,0
cat19,0.25895706936717,0
cat7,0.952748977346346,0
cat3,0.476396224461496,0
cat26,0.495748641202226,1
cat29,0.735843040049076,0
cat45,0.567836237838492,1
cat28,0.864710470894352,1
cat34,0.845714246621355,1
cat50,0.130419623572379,1
cat17,0.370310253230855,0
cat28,0.571404750691727,1
cat42,0.321982129942626,1
cat38,0.703221422154456,0
cat4,0.912026827223599,1
cat40,0.58714019227773,1
cat41,0.160070896847174,0
cat8,0.420122747542337,0
cat30,0.0707040026318282,0
cat18,0.0728943313006312,0
cat47,0.992171013262123,1
cat50,0.365877968491986,0
cat15,0.298627740005031,0
cat20,0.524752475321293,1
cat1,0.145110791549087,0
cat43,0.00399846094660461,0
cat42,0.603252779925242,1
cat41,0.66788699827157,1
cat21,0.457505008671433,0
cat39,0.824392420938239,1
cat12,0.699482518481091,1
cat30,0.377233530627564,0
cat38,0.808152814628556,1
cat41,0.111271605826914,0
cat30,0.974352000514045,1
cat12,0.407402794808149,0
cat18,0.418619101168588,0
cat14,0.57819503871724,0
cat22,0.870668722782284,1
cat37,0.548092003446072,1
cat28,0.699771288549528,0
cat19,0.699077654397115,1
cat47,0.493447304004803,0
cat22,0.510362702654675,1
cat30,0.278015006799251,0
cat27,0.341639048885554,0
cat31,0.216734318993986,0
cat48,0.446170375682414,0
cat10,0.430800845846534,0
cat6,0.456069723470137,0
cat39,0.477702041622251,0
cat36,0.689600882586092,1
cat6,0.193817156367004,0
cat39,0.387176867341623,0
cat30,0.142446167534217,0
cat15,0.595477157272398,1
cat40,0.828368573682383,0
cat16,0.426099318312481,0
cat32,0.29055334161967,1
cat26,0.304922634502873,0
cat36,0.814147311728448,1
cat22,0.460766079137102,0
cat12,0.833608822664246,0
cat30,0.006736975396052,0
cat33,0.586566409096122,1
cat21,0.76626275270246,1
cat2,0.420762379420921,0
cat30,0.380527988541871,0
cat16,0.473883333615959,0
cat15,0.218829374061897,0
cat42,0.444687552982941,1
cat13,0.263459745096043,0
cat26,0.153005482628942,0
cat21,0.979741841787472,0
cat26,0.328917451901361,0
cat32,0.507675842149183,1
cat10,0.416263435035944,0
cat40,0.0861866108607501,0
cat2,0.444294002838433,0
cat4,0.30727129499428,0
cat35,0.324186444515362,0
cat33,0.436934624798596,0
cat35,0.309677902376279,0
cat49,0.689736112952232,1
cat8,0.934013515012339,0
cat13,0.277041296008974,0
cat25,0.260457399534062,0
cat46,0.524842152372003,1
cat30,0.195646140957251,0
cat28,0.605689540272579,1
cat1,0.169491615379229,0
cat11,0.277992987306789,0
cat45,0.316604079911485,0
cat41,0.87269648257643,1
cat20,0.19845731370151,0
cat10,0.0448965104296803,0
cat8,0.519313362892717,0
cat50,0.00569543428719044,1
cat42,0.878722521010786,1
cat47,0.959254333982244,1
cat50,0.666208007838577,1
cat47,0.985792678548023,1
cat6,0.725563194369897,0
cat13,0.411567379022017,0
cat50,0.990438331617042,1
cat31,0.883323446149006,1
cat28,0.575583352474496,1
cat10,0.463436862220988,0
cat21,0.267611040733755,0
cat3,0.873210623860359,1
cat35,0.361406661570072,1
cat7,0.552296649198979,0
cat16,0.0109601374715567,0
cat19,0.0491449895780534,0
cat32,0.357844819780439,0
cat20,0.321393576916307,0
cat16,0.235903709661216,1
cat8,0.266445664456114,0
cat30,0.348900830373168,0
cat12,0.0393017495516688,0
cat26,0.200198611011729,0
cat14,0.0694992912467569,0
cat8,0.962088251020759,0
cat36,0.491098359460011,0
cat1,0.432801841525361,0
cat34,0.0776333091780543,0
cat10,0.911859776591882,1
cat20,0.176451331935823,0
cat29,0.901835399447009,0
cat50,0.107899189693853,1
cat25,0.209861928131431,0
cat14,0.974330178229138,1
cat37,0.0616975140292197,0
cat37,0.00831064046360552,0
cat7,0.865716132335365,1
cat43,0.345861010253429,1
cat22,0.116403611842543,0
cat32,0.49787059542723,0
cat9,0.0471666043158621,0
cat34,0.224959764862433,1
cat35,0.481337070465088,1
cat47,0.459068796597421,1
cat8,0.348609621636569,0
cat17,0.51978385890834,1
cat33,0.756073324242607,1
cat27,0.607869863975793,1
cat39,0.760997040197253,1
cat50,0.0814571839291602,1
cat12,0.481772621860728,0
cat25,0.123478807508945,0
cat46,0.362283749040216,1
cat12,0.202724853064865,0
cat50,0.911412627436221,1
cat23,0.292519942857325,0
cat31,0.0801520380191505,1
cat37,0.133826235542074,1
cat21,0.856741348281503,1
cat34,0.0566032854840159,0
cat48,0.127431470900774,1
cat4,0.884327204199508,1
cat37,0.0651303480844945,1
cat48,0.0891875938978046,0
cat30,0.564734529005364,1
cat31,0.875322144944221,1
cat31,0.165995471412316,0
cat25,0.257254775147885,0
cat40,0.128947456367314,0
cat5,0.344438221072778,0
cat40,0.605418090941384,1
cat23,0.957805315731093,0
cat26,0.923325006850064,1
cat22,0.842770769027993,1
cat42,0.943211692618206,1
cat22,0.389695516554639,0
cat3,0.497402513632551,0
cat34,0.191299384692684,0
cat32,0.327173992060125,1
cat18,0.266113059362397,0
cat9,0.846207341179252,0
cat19,0.924169596284628,1
cat45,0.5257448842749,1
cat49,0.972419771598652,1
cat23,0.845373369986191,1
cat16,0.315253606298938,0
cat1,0.356393974740058,0
cat24,0.137621032074094,0
cat7,0.407732110936195,0
cat4,0.349046572810039,0
cat23,0.874337936751544,1
cat50,0.560509421397001,1
cat46,0.0442063799127936,0
cat9,0.783875530352816,0
cat14,0.256445925449952,0
cat3,0.873999041737989,1
cat32,0.905914306873456,1
cat48,0.176660767290741,1
cat2,0.147748485207558,0
cat20,0.432825213763863,0
cat17,0.596044904319569,0
cat19,0.278273369651288,0
cat45,0.834622913738713,1
cat10,0.206765730632469,0
cat16,0.309468478895724,0
cat29,0.53037347458303,1
cat34,0.261466493597254,0
cat33,0.91035807156004,0
cat21,0.294819382950664,0
cat14,0.444042515475303,0
cat23,0.970829072408378,1
cat7,0.242392985150218,1
cat31,0.0898263261187822,0
cat50,0.377436957554892,1
cat6,0.0807361414190382,0
cat32,0.111292122397572,0
cat41,0.34382503782399,1
cat47,0.460745149990544,1
cat46,0.427898468682542,0
cat6,0.641334115760401,0
cat6,0.648619955638424,0
cat44,0.610382511280477,1
cat50,0.673937994288281,1
cat49,0.517493245890364,1
cat8,0.339109262917191,0
cat16,0.000932211987674236,0
cat35,0.795052814064547,1
cat22,0.509450667304918,1
cat20,0.401314450893551,0
cat40,0.799023492028937,1
cat49,0.351161733968183,1
cat15,0.396320707630366,0
cat23,0.10379756661132,0
cat18,0.7898327591829,1
cat11,0.798780952114612,0
cat37,0.271461475640535,0
cat1,0.703606267692521,0
cat31,0.0205899314023554,0
cat32,0.885722735663876,0
cat9,0.0786255714483559,0
cat43,0.509955451125279,1
cat5,0.0679572219960392,0
cat34,0.609347364865243,1
cat39,0.17127324338071,0
cat20,0.349396377103403,0
cat40,0.953193400753662,1
cat12,0.603831885615364,1
cat18,0.450406987918541,0
cat48,0.714738246519119,1
cat45,0.209834990790114,1
cat5,0.452589684166014,0
cat43,0.12121494486928,0
cat49,0.475764707429335,0
cat15,0.336372196907178,0
cat18,0.0817685131914914,0
cat6,0.815127021167427,0
cat21,0.0795485798735172,0
cat24,0.056795937474817,1
cat30,0.655138481408358,1
cat26,0.730768274050206,0
cat32,0.889919515466318,0
cat30,0.798493379028514,1
cat8,0.62872663885355,0
cat36,0.509866061154753,1
cat30,0.800257199909538,1
cat27,0.514269872102886,1
cat7,0.203907233895734,0
cat46,0.822052929317579,1
cat42,0.805560454260558,1
cat9,0.487319987267256,0
cat26,0.530977916438133,1
cat10,0.47480116575025,0
cat27,0.765271038515493,0
cat40,0.339387605432421,0
cat47,0.379169433377683,0
cat29,0.855569382430986,1
cat7,0.651035800343379,0
cat46,0.201177253387868,0
cat17,0.241858208086342,0
cat21,0.366775114322081,0
cat24,0.160511984955519,0
cat36,0.86624147510156,1
cat15,0.991434409283102,1
cat46,0.255512848030776,0
cat8,0.68458512914367,1
cat8,0.932204466545954,1
cat9,0.156074989121407,1
cat13,0.658177517354488,1
cat16,0.564409383339807,0
cat21,0.811801384901628,1
cat22,0.521579048829153,1
cat33,0.854539534309879,1
cat42,0.361167784547433,0
cat14,0.921716249082237,0
cat42,0.658431199146435,1
cat28,0.931604540441185,1
cat47,0.771795838139951,1
cat13,0.394564654910937,0
cat24,0.846900650532916,1
cat2,0.909294444136322,0
cat45,0.266515003750101,0
cat34,0.664619638817385,1
cat42,0.368534933775663,0
cat18,0.694559266557917,1
cat20,0.523770442930982,1
cat5,0.141746035777032,0
cat48,0.701157846022397,1
cat23,0.301619264995679,0
cat49,0.355673156678677,1
cat5,0.551870307419449,0
cat38,0.359310104511678,1
cat22,0.932415415532887,1
cat21,0.377820851048455,0
cat1,0.869198074564338,1
cat3,0.576074868906289,0
cat44,0.572449109749869,1
cat14,0.00809348863549531,0
cat12,0.598753502825275,0
cat24,0.0172774095553905,0
cat47,0.474245523335412,0
cat4,0.798888492397964,1
cat8,0.835167882964015,1
cat19,0.408170534297824,0
cat23,0.516506158281118,1
cat38,0.637505981372669,1
cat22,0.178284517955035,1
cat48,0.160447406349704,1
cat36,0.795049915090203,1
cat12,0.667015699902549,1
cat34,0.255371034378186,0
cat40,0.394201493123546,1
cat8,0.829655457055196,1
cat20,0.398120229598135,0
cat18,0.657187465112656,1
cat29,0.756797226145864,0
cat25,0.834570516599342,1
cat5,0.22239036555402,0
cat15,0.995057073188946,1
cat24,0.178909830050543,0
cat30,0.208844034234062,0
cat15,0.843993022106588,0
cat46,0.0891964014153928,0
cat33,0.566051360219717,1
cat10,0.478452923474833,0
cat41,0.808879267657176,1
cat28,0.530459081288427,0
cat33,0.262274967506528,0
cat23,0.443852288415655,0
cat19,0.213068473385647,1
cat21,0.92161543853581,0
cat12,0.842447469942272,0
cat46,0.282743074698374,0
cat7,0.73533714027144,1
cat49,0.570679488359019,1
cat37,0.905452599748969,1
cat21,0.612478560535237,1
cat25,0.856221859809011,1
cat16,0.840787610504776,1
cat15,0.233055068878457,0
cat11,0.326183665078133,1
cat5,0.800283662276343,1
cat48,0.528194250306115,1
cat2,0.611917870352045,0
cat16,0.31635867501609,0
cat30,0.925472218776122,1
cat23,0.0305204070173204,0
