"","a","b","c","d","e","f"
"71",75.3937909035065,-278.140369014022,-1.12104942792193,6.74031849084025,-2.25176899845771,-3027.42088937517
"72",13.9948509191374,-216.42920928361,2.7924208849851,9.34074293623971,-1.60097622106696,-2508.24018485665
"73",79.6947072984194,-418.770234510669,1.5951188405868,9.15952502012424,-4.40764098351989,-4519.36362517936
"74",80.8395585204337,-461.166458802649,10.4418201698029,2.83105576435862,0.167154206734879,-4703.40628393691
"75",-49.7135066209445,-289.283518119929,7.87920891327356,4.36631060835152,-4.28688767635972,-3051.90488073808
"76",61.4953473639183,-370.507702940429,-0.955966207604319,8.70903485828181,-5.53892905146929,-4023.25645479295
"77",93.4404539283947,-171.90894212931,18.0360137785107,4.69042732420152,-0.102322445999067,-1871.65028071087
"78",13.6172265898687,-360.974463201717,3.14810062393043,5.30917026220297,2.33255810123312,-3806.2014004408
"79",-51.8597260048784,-382.199879402602,-2.76504094720379,5.64854354249024,-1.8709149223835,-4039.47062093008
"80",60.4766735875783,-85.2946287320951,8.1054375144267,7.34646775972543,-5.36772805831895,-1112.72256111188
"81",-88.2983047592507,-187.89320685992,7.83575053057268,9.7696667995856,-3.20923673681544,-2241.59066907892
"82",-9.21056901017418,-367.477855262156,6.85338974561753,6.75474075022054,-0.648032296330501,-3921.72259734154
"83",44.5492147725884,-193.759999577726,-3.41552089700336,12.4034836615389,-1.62150085489283,-2398.00203081249
"84",-82.5893133977674,-362.44824536358,2.01832854077509,9.9678527063384,-3.80270800035317,-3998.9561575155
"85",-12.1631421637219,-210.302632784154,-3.35257935284261,2.56722076949253,1.31198448762392,-2205.43371970747
"86",-17.4850396179523,-485.258293605363,8.15818592211744,9.53846755623201,-1.94568654706687,-5201.36368656045
"87",37.1354274817944,-154.917358473077,10.3574430322127,9.37934709287018,-1.03335584997582,-1886.17407467468
"88",-22.0447235393759,-291.16502320809,8.20937230315018,8.78232038559577,-6.41999206633469,-3230.53509148533
"89",92.4723872855449,-445.002247227472,12.2302190290346,5.28608924808997,0.162890873294358,-4630.05809014196
"90",-60.7467408049461,-89.4095918681298,-0.42583488400213,6.57313760011093,-6.17859008495608,-1142.22956386316
"91",63.1527086937,-313.807320262868,6.80395914515338,6.39537117274089,-0.182161499286017,-3366.20893370455
"92",-19.1590902537941,-196.702641478837,-0.521652639226374,8.73919134580007,0.964322135396877,-2295.63472860651
"93",46.3696610931327,-245.378257187726,3.30538767676073,7.39369319051254,1.1182126240941,-2723.99776280197
"94",73.3074021442248,-452.270360284418,2.29158495693062,7.07665574374403,-3.43810289649149,-4777.66765364193
"95",-3.63865833513238,-385.373636026832,-6.36053209755548,11.9170842089284,-4.2603145619567,-4301.32774863254
"96",90.5557158115403,-245.614008413048,6.92295972726949,5.84801501499803,-2.1042207565384,-2660.76326664791
"97",61.3572370381026,-177.6891884472,9.17807653169015,6.21530112298038,-4.36312986585002,-1994.28147160802
"98",-85.2938281002648,-445.634127840857,3.48712322338477,9.65900629538165,-4.44474071368938,-4817.96109468806
"99",-0.220923875194345,-234.841784207122,-4.04485672785392,7.48204602535517,-2.56075014084539,-2630.40507326426
"100",39.7828142230755,-58.5525791985509,-0.838996256560955,10.1166813638961,-7.77557752347879,-956.301543541218
"101",7.0688068919838,-324.277527640118,4.19721256451805,5.18988838689831,-5.64658094493083,-3430.40871874476
"102",-60.7308649357065,-273.568468094251,12.3869924140967,4.3874566851482,2.55941863011456,-2895.78432199046
"103",60.5606278603369,-356.058646308115,13.2652811260491,8.46666470821431,-3.56393713089502,-3858.06134383759
"104",39.1383642767797,-72.1652095645676,-2.3064651056647,4.64504498714035,0.190865856751162,-895.332800911436
"105",91.8053336787398,-288.100765444548,5.69340252150944,11.117757451293,-2.5328717515527,-3281.40361366412
"106",48.3124312050455,-252.13541760098,4.50372022670069,10.7425518184792,-3.46988429443078,-2911.94916680612
"107",16.7773964231318,-390.327844086821,8.36139425582121,6.61158936379707,-4.17380657461629,-4139.72675585754
"108",-79.6724187513594,-336.087525683805,9.32565877991307,9.74973455942625,-0.751188021248038,-3721.99440048462
"109",-59.1925232772647,-494.951143719273,3.52843340447229,3.00584226763662,-2.93579852265233,-5063.59337199236
"110",13.3562185823392,-394.047738581222,-1.2539212621501,6.74145321390369,-0.648653457145115,-4192.42071800767
"111",-58.4634422844454,-164.869349433227,7.36831913873773,7.72490788035481,-3.68807836576415,-1933.49049324064
"112",-19.6125922359516,-56.2371902049127,8.24481115429418,9.97243945972013,-6.13783469927484,-925.205780409381
"113",-36.7620708496017,-63.1031506929636,4.03726388676329,9.91860929390832,-2.38862281748297,-998.907025925619
"114",-40.7049545173109,-448.244465245958,4.87632014989147,10.1058235503039,-5.55334775095711,-4855.22501653206
"115",57.902928673715,-61.4685516359512,7.07545455684827,11.4454280497824,-4.49090269077976,-1027.69461782125
"116",71.9690805935647,-187.133066007289,1.11439094358753,9.12588262567984,-0.137153040848661,-2204.93312076614
"117",91.7086609404809,-363.442789334298,1.43184773652639,4.88519354043452,-6.61473919403993,-3806.02118726416
"118",24.8320041921997,-78.5910322939237,-2.2314303039717,12.7857525129272,-1.71540439397057,-1260.92104901899
"119",-55.9662719064373,-391.871043609907,1.14155093478949,5.56150987208534,-4.91569782830028,-4128.25221672351
"120",48.4732559100273,-191.912390833904,-4.25971450184944,7.89608955054231,0.261251675596768,-2214.13958848601
"121",98.394159465676,-90.8373476831251,4.21295143506484,3.58378852419264,-2.86134384867356,-1030.65364961347
"122",-40.564436982371,-147.213806939145,2.64950751837029,11.0225368515413,-3.65978743940362,-1881.77649573107
"123",62.1564312229192,-260.927318879746,6.32953485109008,10.0758965798865,-4.07684507788585,-2972.14770221074
"124",-71.2920663584234,-108.763770432046,6.25130977953301,6.4629508237171,-3.97242668645297,-1327.6317163221
"125",-58.7998223626676,-49.5823944512456,8.79696200615414,8.81711501778025,-0.657045929779793,-821.289255549146
"126",79.0401093421816,-196.66113922357,3.00687223860629,8.25022768454576,1.86335053233491,-2266.54595642818
"127",64.5440634173411,-274.506985768543,-8.13166881626041,7.39018347082687,-3.16608923276277,-3021.85243671113
"128",65.5613505262205,-132.24942460916,3.77155190731141,7.35564111083719,0.395935473316614,-1588.98548853079
"129",80.3548705818434,-268.531526915324,2.2337477280431,11.4088658518623,2.01158730690299,-3102.78419508404
"130",-54.8358538566923,-406.831911336432,-0.603414711088733,4.26120694024208,-2.72987305947766,-4232.32263353229
"131",89.7134226861615,-156.182392346898,-2.33401566008581,8.52241078128766,-6.21872080976394,-1871.74116061116
"132",47.4970195441042,-133.521885379219,1.58601566830724,7.66974725791875,-1.99931777788076,-1615.54652614148
"133",-11.2495762424724,-64.0304055450775,5.52589550764188,5.79971270964968,-7.09188301848566,-850.048002701327
"134",-0.375575831344161,-328.580518410148,5.83259334063637,8.04178342062153,-7.14412398463876,-3577.33367909233
"135",-37.3201139094431,-70.2829648563557,7.7749438117615,8.70331743270757,-1.48955365773912,-1022.86963478727
"136",65.5121210277506,-100.007152056579,1.33549244114947,10.4842731464399,-3.96141554153553,-1382.33986469428
"137",17.4723620715505,-397.925124087767,0.86309995840261,7.98859466193824,-0.0354489638435567,-4275.41079831941
"138",11.7640782071521,-218.386659705409,2.87015663034392,8.58883048041385,-2.59477278261336,-2499.60552957445
"139",24.2912373198857,-97.181798141925,4.23573989930945,11.4603813480323,-2.9668268691695,-1391.38707132712
"140",-81.6701433504763,-429.251744631597,0.561266208487508,10.0720142186203,-2.34555738440251,-4672.81152395335
"141",-50.2539490814768,-396.638158977187,-2.2256254161973,4.59754129647896,-2.7096489302285,-4143.93303043781
"142",-47.9546275975856,-137.960895800142,-6.04759905908529,10.8063055910629,-4.69713227044032,-1789.14676645675
"143",55.2541229569645,-109.506577693362,1.73283783932768,9.76167664189062,-7.01262957405361,-1449.53547236483
"144",79.3517658881156,-454.562260418491,-6.35201415958154,3.63071802925101,-0.0953541051233227,-4682.05402404744
"145",80.9149559439297,-309.869563274382,12.9079438290647,9.49323396706385,-1.66552287337181,-3433.79604052706
"146",-22.3957934431539,-267.73617063615,4.66769112588135,4.59204511475482,-2.39957522557467,-2846.43218781704
"147",12.4673904138533,-47.0030683703449,-4.72482207170348,9.10960853719626,-2.27552905714904,-811.977242042797
"148",88.2935736879791,-392.043607888592,-4.29468864936813,7.27316062894334,-1.33948538421996,-4188.44887171434
"149",0.201024674019505,-88.3765186628724,-6.39773445223398,2.91250916566384,-1.48325594403963,-999.30213517959
"150",-65.9839184446669,-111.505346149609,9.92307811586792,6.82551754248906,0.146997712239854,-1366.79291095583
"151",-54.1716160420974,-162.143865088868,5.46298238178182,5.59476432338389,-2.59939801470185,-1829.33613534653
"152",-67.2200157537993,-494.928592387213,-4.55768916626011,7.71103495152905,-0.333953575535152,-5246.68062016111
"153",97.6185427700637,-98.7336895607516,1.60383401823678,9.04025787096246,0.971459263911346,-1315.8330907873
"154",-55.1762637275292,-73.1692987650764,5.87309293858394,9.23745265942357,-0.915340714813358,-1074.92324150574
"155",84.5461070038271,-380.168838705893,5.99653579380177,7.86184439846984,-6.55469060094808,-4079.91257208735
"156",-35.1487260869783,-127.443240335451,0.716847591963275,4.51710818785674,-1.28502598793601,-1445.86348692567
"157",-72.7008317788159,-452.327860362942,0.0511354301555951,8.00098115309703,0.517334332030965,-4828.11747647542
"158",-49.9945758746195,-206.682460188693,9.34565737949364,12.7713340066809,-0.53253556901058,-2537.46002513828
"159",77.5931854085169,-193.63199200005,2.35015792224239,8.1089376202338,-1.8552763695044,-2229.87423516194
"160",-52.5738380634828,-434.585282644933,3.81947798910502,10.5832697498311,-6.27476620598578,-4737.83865930521
"161",-52.9439683111532,-328.291025060829,0.934674275090301,5.5556044588149,-1.43992476131297,-3493.91582218133
"162",39.7310244193247,-490.158000877714,-3.48907405700686,3.95037200638699,-2.18023521646519,-5049.38919846322
"163",-70.39502202229,-427.55909123596,-3.5494660365245,5.37111435860249,-6.91775427108637,-4482.46324604724
"164",-17.3758147192621,-452.298981992253,10.14529723732,7.45686956533972,-7.68829194752396,-4790.08300389053
"165",101.590351370256,-272.849940418994,0.342619697416157,6.48834823676718,1.17984453121039,-2963.49648373887
"166",-90.3625198145808,-85.7417196770219,-0.449054344685539,9.27672256572284,-4.01695183555315,-1209.05446463981
"167",-30.6572127752043,-143.218426502031,1.30521158641559,9.88065833721061,-3.1388148181522,-1800.2509610425
"168",-54.0778598286741,-313.676247526717,10.2562347898449,10.2489387518052,0.0113157104486898,-3513.84834277486
"169",81.8303922011128,-401.662483748108,3.2060074804702,7.19307293051392,-1.55726628507872,-4275.33192301928
"170",34.3239052301413,-117.874999342209,-1.74611439553126,9.62677372139597,-9.60740248695966,-1531.73636876807
"171",-33.3078355874894,-194.784258012913,-0.198918329389054,7.17199666685351,-1.08244713853322,-2218.28274493713
"172",32.5576105608084,-418.117385389764,-0.340339068712506,8.90266459626419,-2.4054597236511,-4509.8452687748
"173",-56.5718897574185,-229.282543809011,-1.16144029779677,10.495626723312,-0.0742475344199964,-2689.47140889429
"174",-70.3041547759109,-292.746580620625,6.72581072457466,6.48618112083851,-5.83150864105839,-3166.88371444694
"175",-11.157336114813,-416.396652205069,-2.8612452016995,8.85976103040833,4.79418573794488,-4500.41633897572
"176",10.0133144064442,-490.971402646489,4.45056258744478,6.17467223449255,-0.621423296419424,-5135.83347437193
"177",-66.4205123334602,-222.894842826407,6.19817503787771,9.01370059770954,1.95761841312879,-2565.94330139871
"178",-82.6848102767716,-267.146382781761,-4.56441955607549,11.0613549484568,-5.20713327411562,-3091.62701505629
"179",-33.1054197134984,-415.798332642268,-1.19693630608821,10.7831171863466,-1.62965609198713,-4562.64336888431
"180",32.4504876853444,-84.7850291542178,-0.0137451501226327,12.5027824434359,2.97663268308823,-1312.13174827137
"181",3.87728982925776,-58.7861638345786,4.55029272655428,10.1321546161719,-6.05412697571427,-958.092707376284
"182",-74.8370173583999,-323.816993811612,6.73304926971636,10.5554718327575,-4.79831794023871,-3629.02431236419
"183",24.5609559281844,-449.178687444616,13.0376130639456,5.4648915571968,-2.31656322406656,-4681.90471057884
"184",23.1133085021435,-305.778610460991,8.83051789790778,10.3555649700489,-0.359099502017621,-3433.73978632266
"185",-6.92769705038566,-367.475534041642,5.2880141194707,8.797629980726,-4.53193100009519,-3996.57054561997
"186",89.5333979697781,-374.310144844081,7.42515444462922,8.48974897128922,-1.21386268806964,-4045.54377655696
"187",58.1363368653182,-142.338614672273,9.61775142121145,8.29506923761137,1.4236488180267,-1720.48250805529
"188",88.9707711989247,-285.138380709688,-3.21475394715059,6.52125304391458,-3.32083796100793,-3089.55922595797
"189",59.8465666934834,-257.819562995655,6.54525775473062,6.30203080520987,-1.87984036189287,-2802.52625061387
"190",-93.8849809714853,-159.273488920036,12.953786457873,11.7271354278306,-1.75076041804628,-2024.38976884694
"191",-11.2750938056906,-191.706704463987,3.27997506809308,9.00755251066724,-1.1357209463566,-2250.50251536479
"192",71.4790315011134,-264.025026483408,2.07084504860903,6.55762581471336,0.022650021796081,-2878.08552028577
"193",-90.1836702241571,-485.682673636526,1.0400664190545,9.21345298233767,1.10273924377628,-5207.32835853466
"194",-26.4713490154819,-156.474494220455,1.34715641957208,9.25669668276172,-3.73739859566825,-1909.05314567276
"195",-38.2596431492658,-106.869120044721,0.65840922143717,8.83401942385265,-8.76352834970049,-1396.4102164678
"196",87.6047125903283,-132.633285426511,1.29658239250032,9.35758926811788,-0.947951006075558,-1666.68823888219
"197",83.9577581218887,-373.332222688457,1.72606220513698,6.45081325561657,-3.34728750944048,-3964.83245531352
"198",-21.327225498431,-400.359054991355,5.16954274000105,5.39903914127292,-3.8297548810144,-4201.26756863425
"199",77.5810252630038,-151.395484435567,4.88337839545902,8.22813228511746,-1.1769848615186,-1809.97958225754
"200",-43.9704748912549,-383.719979764294,-5.46202457304656,8.64146937289393,3.22506391903217,-4169.75401486681
"201",-60.8582385212327,-296.537423137462,6.51015576277179,10.1758324500961,-1.72268002004954,-3342.80206927359
"202",-10.1829604454165,-488.477292852402,4.6307551472462,8.11306428836448,1.59768902250098,-5185.17596726811
"203",-34.0851314430324,-270.217936794043,10.8097893275415,7.93849411632928,-2.51841506397189,-2990.41630119352
"204",89.9291716015862,-71.7791435396937,1.44404786891783,7.91896418869879,-0.0734217093966647,-1005.03628107418
"205",29.0617980918327,-352.205450060584,9.58868826357975,11.1697610587171,-3.64502275722633,-3925.33224347543
"206",17.5559316581829,-233.08615230734,-6.11394346725509,3.68986796780544,-4.32051715083942,-2472.09831225489
"207",-34.9555088695512,-338.959658945688,1.82564499177985,8.42146794286562,-3.73747023534669,-3703.24938680243
"208",-60.5461271740647,-120.244552990457,-1.59031045773538,7.26974484113382,-1.11013135514646,-1479.91985129507
"209",77.6412627629722,-125.03446407813,-2.08579061767593,4.82976894169049,-0.859655667482707,-1427.05603268521
"210",15.4708248486693,-272.970179343782,-0.696694624874259,8.32691875976619,-3.54413586809902,-3038.18893714985
"211",45.3915045355984,-432.367704620413,-1.46178703400737,5.01355154563407,-7.49319117552045,-4505.89000413282
"212",-70.7939665476748,-370.3162041139,-2.22185820879446,9.06403557422847,-4.44563944311936,-4046.74558573586
"213",68.9247469770819,-109.349120636527,-2.45867434801536,9.9948169180832,2.64244238064149,-1464.09333903995
"214",65.4056434891255,-214.396655355846,2.08179057242615,9.96632859662689,-2.87326624289385,-2506.95187387813
"215",-84.2226887082699,-216.572550388072,6.66699619910924,10.8492178487568,-6.36634521139843,-2567.47476855672
"216",89.497834015848,-75.771260961649,4.57010384965595,8.53109628887874,-6.60738135330937,-1061.56041980263
"217",30.8900840775323,-421.769864663003,-0.12758463495631,8.77498067056242,1.45586945733768,-4543.518343975
"218",-65.8429316805203,-228.459797794206,4.64606117140258,7.63113356441622,-4.22899929331245,-2568.69525801922
"219",-63.5832587056159,-489.944403188565,-3.0047183476208,13.5707749247412,0.546630859511959,-5412.40078510037
"220",39.8490892742808,-178.853976477687,12.3099503862516,7.98779932402456,-6.23774962455935,-2069.47644082416
"221",-81.0455152611658,-455.759635294542,4.17213906989516,2.96265052786719,-1.83909481345259,-4671.797449488
"222",23.5409980295558,-96.3830360713367,0.170382032160006,5.26508395827004,4.13704765707303,-1161.44422568682
"223",-83.0943205490983,-365.569914370626,11.3926729216684,8.55954096063518,-4.91752316497548,-3969.11139604194
"224",80.118045026526,-464.515454776289,1.78052805232393,10.4376136642551,-0.0644674339098046,-5026.0759591344
"225",84.0599005656106,-96.7331916034799,1.00141430819949,8.30504124462476,-8.62416310541062,-1265.45415397082
"226",30.9659676639454,-494.272915649803,-0.263612204450817,4.91473131328002,-4.20626822254623,-5123.00491290924
"227",-32.56749664021,-130.049220829549,4.20899236698836,9.81157406652923,-2.08109245793392,-1664.07106748927
"228",-56.1767002831773,-332.384828038329,-2.77829061607734,3.68194940569157,1.70397541477293,-3470.70085203862
"229",58.4606438534294,-351.175175655329,-4.46145643417294,6.84104538519208,0.0502475022098268,-3767.00787719922
"230",-16.3547459000976,-377.030067637946,2.32152353653422,4.6796195780422,-0.769059290279927,-3945.05493797124
"231",-99.8302715624145,-439.062460693258,4.6446547266069,7.38773255779178,-3.32093422420339,-4668.89033529006
"232",-15.6220223742745,-412.111817974476,8.32392201276255,11.2746227117826,-2.66450017247657,-4533.47906033316
"233",31.6025842815055,-213.431841625449,-5.76030102240561,11.7583591844136,-2.00082368773075,-2573.80721677181
"234",-23.5890629096329,-194.833315601166,-2.14454419917382,7.17493343873861,-2.28054239392997,-2219.25649522029
"235",22.451600199453,-131.604098848346,-1.35410958617384,10.0680837620059,-7.1463768736462,-1687.18332821269
"236",-11.080311467313,-399.723057376137,8.86818569186064,7.09695808661596,-0.0772789340248821,-4255.4582996541
"237",90.6785345834066,-267.727840239721,1.00219707647139,6.21240854521169,-5.70608288889879,-2898.90207535034
"238",33.008906218139,-195.16767786119,-0.513094726690283,9.30103830614,-2.75383466903705,-2295.03320972137
"239",11.8667065542911,-448.37778140503,-1.9780727597386,6.79131147438331,-4.62453428879238,-4736.34885877774
"240",-9.40174381204332,-316.856591568535,2.26162833090203,3.45780477462974,-4.99251232560713,-3295.49896855124
"241",84.3538299081063,-110.077158034674,-0.175278868436104,10.4242398094654,-7.91012624357098,-1478.69669312435
"242",-32.1278503998152,-75.9211736981424,-1.13331013767146,10.0896227973195,-2.1439850519544,-1137.81985347239
"243",-29.3410584341133,-253.708331698009,-3.60337881884777,7.14066512821799,0.749083340326006,-2810.02665236625
"244",26.2591885247666,-79.1978018966697,-0.530870391696218,9.17820776637599,-5.17402059744779,-1130.13560265467
"245",94.6198944105659,-418.724202996355,-4.98530953944269,11.8224566161339,3.82027655870777,-4626.27410843275
"246",75.2915915969146,-341.832357591374,2.59778731498542,9.15427904134268,-5.37767000810861,-3748.75558788836
"247",-58.3440392324472,-255.087857898416,17.1317951671078,7.34611991614791,-2.61282707050154,-2813.40136819482
"248",-76.4922241666199,-68.5338331568014,0.688493183879634,10.7358883324928,-5.83770697814112,-1087.92093880925
"249",-44.7004072423419,-452.465424128809,2.64717670848716,4.46055204786411,-1.24598070544551,-4693.03910860833
"250",-72.4226772671287,-275.918160629193,2.9341425224621,12.5722514378225,-5.19848678767401,-3227.68261036892
"251",-93.6364978364294,-224.975800384912,8.054815306568,9.48554636059685,0.98349613460537,-2604.23041166975
"252",-77.8157455292357,-407.983226429449,-3.5515589103023,8.12055640239604,-2.53461099302148,-4391.22106670848
"253",36.585989798375,-58.1308082822503,3.7167215550842,5.73607042556399,-0.56023045622735,-789.764503117047
"254",-65.0504270591046,-273.215728450573,2.68503834854797,7.61348929332604,-4.06012047788479,-3017.38768613112
"255",99.6070926822522,-284.132916837021,3.17925785409778,9.78887239510348,-3.21447292978107,-3193.85416940112
"256",17.6637723400521,-279.946872685449,4.25369745466646,8.86575359391146,1.48584893028927,-3125.77696315819
"257",5.58122668773909,-480.477872478175,3.38654716206911,11.2486789911089,-2.57121074584152,-5218.97370985921
"258",24.5487750256195,-74.1015981872148,10.1350379189177,9.19010571880185,-3.69822297317872,-1070.88920421239
"259",-73.975480751325,-152.256931603417,1.81341187109318,4.38891745664039,-7.72099287894543,-1688.15859162675
"260",31.0952372881521,-307.271989918648,-1.19339424080043,7.3120665941746,-2.04729489823505,-3343.60300991573
