128,rand6,25-Sep-12
129,rand66,25-Sep-12
130,rand67,25-Sep-12
131,rand68,25-Sep-12
132,rand69,25-Sep-12
133,rand69,25-Sep-12
134,rand11,25-Sep-12
135,rand11,25-Sep-12
136,rand5,25-Sep-12
137,rand56,25-Sep-12
138,rand70,25-Sep-12
139,rand18,25-Sep-12
140,rand71,25-Sep-12
141,rand72,25-Sep-12
142,rand72,25-Sep-12
143,rand11,25-Sep-12
144,rand73,25-Sep-12
145,rand4,25-Sep-12
146,rand74,25-Sep-12
147,rand75,25-Sep-12
148,rand76,25-Sep-12
149,rand77,25-Sep-12
150,rand78,25-Sep-12
151,rand79,25-Sep-12
152,rand80,25-Sep-12
153,rand81,25-Sep-12
154,rand82,25-Sep-12
155,rand83,25-Sep-12
156,rand84,25-Sep-12
157,rand84,25-Sep-12
158,rand84,25-Sep-12
159,rand84,25-Sep-12
160,rand84,25-Sep-12
161,rand85,25-Sep-12
162,rand86,25-Sep-12
163,rand87,25-Sep-12
164,rand88,25-Sep-12
165,rand72,25-Sep-12
166,rand72,25-Sep-12
167,rand89,25-Sep-12
168,rand90,25-Sep-12
169,rand84,25-Sep-12
170,rand84,25-Sep-12
171,rand91,25-Sep-12
172,rand92,25-Sep-12
173,rand25,25-Sep-12
174,rand93,25-Sep-12
175,rand69,25-Sep-12
176,rand68,25-Sep-12
177,rand68,25-Sep-12
178,rand68,25-Sep-12
179,rand76,25-Sep-12
180,rand94,25-Sep-12
181,rand16,25-Sep-12
182,rand95,25-Sep-12
183,rand76,25-Sep-12
184,rand57,25-Sep-12
185,rand96,25-Sep-12
186,rand97,25-Sep-12
187,rand14,25-Sep-12
188,rand5,25-Sep-12
189,rand57,25-Sep-12
190,rand98,25-Sep-12
191,rand57,25-Sep-12
192,rand57,25-Sep-12
193,rand57,25-Sep-12
194,rand99,25-Sep-12
195,rand100,25-Sep-12
196,rand45,25-Sep-12
197,rand90,25-Sep-12
198,rand36,25-Sep-12
199,rand21,25-Sep-12
200,rand21,25-Sep-12
201,rand21,25-Sep-12
202,rand47,25-Sep-12
203,rand47,25-Sep-12
204,rand47,25-Sep-12
205,rand21,25-Sep-12
206,rand22,25-Sep-12
207,rand36,25-Sep-12
208,rand23,25-Sep-12
209,rand40,25-Sep-12
210,rand42,25-Sep-12
211,rand59,25-Sep-12
212,rand59,25-Sep-12
213,rand101,25-Sep-12
214,rand102,25-Sep-12
215,rand103,25-Sep-12
216,rand104,25-Sep-12
217,rand33,25-Sep-12
218,rand39,25-Sep-12
219,rand105,25-Sep-12
220,rand105,25-Sep-12
221,rand106,25-Sep-12
222,rand107,25-Sep-12
223,rand107,25-Sep-12
224,rand36,25-Sep-12
225,rand21,25-Sep-12
226,rand21,25-Sep-12
227,rand21,25-Sep-12
228,rand23,25-Sep-12
229,rand108,25-Sep-12
230,rand39,25-Sep-12
231,rand40,25-Sep-12
232,rand24,25-Sep-12
233,rand63,25-Sep-12
234,rand109,25-Sep-12
235,rand110,25-Sep-12
236,rand110,25-Sep-12
237,rand110,25-Sep-12
238,rand110,25-Sep-12
239,rand63,25-Sep-12
240,rand111,25-Sep-12
241,rand27,25-Sep-12
242,rand112,25-Sep-12
243,rand105,25-Sep-12
244,rand113,25-Sep-12
245,rand114,25-Sep-12
246,rand7,25-Sep-12
247,rand21,25-Sep-12
248,rand24,25-Sep-12
249,rand115,25-Sep-12
250,rand6,25-Sep-12
251,rand13,25-Sep-12
252,rand13,25-Sep-12
253,rand13,25-Sep-12
254,rand116,25-Sep-12
255,rand117,25-Sep-12
256,rand118,25-Sep-12
257,rand30,25-Sep-12
258,rand119,25-Sep-12
259,rand120,25-Sep-12
260,rand121,25-Sep-12
261,rand122,25-Sep-12
262,rand123,25-Sep-12
263,rand6,25-Sep-12
264,rand7,25-Sep-12
265,rand7,25-Sep-12
266,rand124,25-Sep-12
267,rand125,25-Sep-12
268,rand126,25-Sep-12
269,rand127,25-Sep-12
270,rand128,25-Sep-12
271,rand129,25-Sep-12
272,rand130,25-Sep-12
273,rand130,25-Sep-12
274,rand131,25-Sep-12
275,rand37,25-Sep-12
276,rand63,25-Sep-12
277,rand63,25-Sep-12
278,rand132,25-Sep-12
279,rand68,25-Sep-12
280,rand68,25-Sep-12
281,rand133,25-Sep-12
282,rand134,25-Sep-12
283,rand128,25-Sep-12
284,rand42,25-Sep-12
285,rand42,25-Sep-12
286,rand135,25-Sep-12
287,rand136,25-Sep-12
288,rand130,25-Sep-12
289,rand130,25-Sep-12
290,rand8,25-Sep-12
291,rand20,25-Sep-12
292,rand6,25-Sep-12
293,rand137,25-Sep-12
294,rand138,25-Sep-12
295,rand139,25-Sep-12
296,rand13,25-Sep-12
297,rand11,25-Sep-12
298,rand60,25-Sep-12
299,rand58,25-Sep-12
300,rand59,25-Sep-12
301,rand59,25-Sep-12
302,rand140,25-Sep-12
303,rand141,25-Sep-12
304,rand142,25-Sep-12
305,rand72,25-Sep-12
306,rand143,25-Sep-12
307,rand102,25-Sep-12
308,rand46,25-Sep-12
309,rand144,25-Sep-12
310,rand104,25-Sep-12
311,rand104,25-Sep-12
312,rand145,25-Sep-12
313,rand90,25-Sep-12
314,rand146,25-Sep-12
315,rand65,25-Sep-12
316,rand102,25-Sep-12
317,rand11,25-Sep-12
318,rand147,25-Sep-12
319,rand148,25-Sep-12
320,rand65,25-Sep-12
321,rand149,25-Sep-12
322,rand150,25-Sep-12
323,rand151,25-Sep-12
324,rand84,25-Sep-12
325,rand152,25-Sep-12
326,rand153,25-Sep-12
327,rand154,25-Sep-12
328,rand46,25-Sep-12
329,rand46,25-Sep-12
330,rand46,25-Sep-12
331,rand155,25-Sep-12
332,rand42,25-Sep-12
333,rand42,25-Sep-12
334,rand130,25-Sep-12
335,rand156,25-Sep-12
336,rand157,25-Sep-12
337,rand104,25-Sep-12
338,rand158,25-Sep-12
339,rand46,25-Sep-12
340,rand159,25-Sep-12
341,rand59,25-Sep-12
342,rand138,25-Sep-12
343,rand102,25-Sep-12
344,rand112,25-Sep-12
345,rand148,25-Sep-12
346,rand160,25-Sep-12
347,rand161,25-Sep-12
348,rand68,25-Sep-12
349,rand162,25-Sep-12
350,rand112,25-Sep-12
351,rand163,25-Sep-12
352,rand164,25-Sep-12
353,rand165,25-Sep-12
354,rand67,25-Sep-12
355,rand166,25-Sep-12
356,rand167,25-Sep-12
357,rand168,25-Sep-12
358,rand169,25-Sep-12
359,rand170,25-Sep-12
360,rand110,25-Sep-12
361,rand171,25-Sep-12
362,rand172,25-Sep-12
363,rand173,25-Sep-12
364,rand174,25-Sep-12
365,rand175,25-Sep-12
366,rand176,25-Sep-12
367,rand177,25-Sep-12
368,rand68,25-Sep-12
369,rand84,25-Sep-12
370,rand84,25-Sep-12
371,rand84,25-Sep-12
372,rand178,25-Sep-12
373,rand179,25-Sep-12
374,rand180,25-Sep-12
375,rand67,25-Sep-12
376,rand181,25-Sep-12
377,rand182,25-Sep-12
378,rand13,25-Sep-12
379,rand30,25-Sep-12
380,rand59,25-Sep-12
381,rand68,25-Sep-12
382,rand183,25-Sep-12
383,rand183,25-Sep-12
384,rand110,25-Sep-12
385,rand148,25-Sep-12
386,rand148,25-Sep-12
387,rand71,25-Sep-12
388,rand11,25-Sep-12
389,rand11,25-Sep-12
390,rand164,25-Sep-12
391,rand184,25-Sep-12
392,rand185,25-Sep-12
393,rand130,25-Sep-12
394,rand186,25-Sep-12
395,rand187,25-Sep-12
396,rand69,25-Sep-12
397,rand69,25-Sep-12
398,rand188,25-Sep-12
399,rand73,25-Sep-12
400,rand189,25-Sep-12
401,rand190,25-Sep-12
402,rand69,25-Sep-12
403,rand191,25-Sep-12
404,rand192,25-Sep-12
405,rand193,25-Sep-12
406,rand194,25-Sep-12
407,rand69,25-Sep-12
408,rand165,25-Sep-12
409,rand195,25-Sep-12
410,rand196,25-Sep-12
411,rand130,25-Sep-12
412,rand197,25-Sep-12
413,rand122,25-Sep-12
414,rand198,25-Sep-12
415,rand122,25-Sep-12
416,rand199,25-Sep-12
417,rand200,25-Sep-12
418,rand201,25-Sep-12
419,rand201,25-Sep-12
420,rand202,25-Sep-12
421,rand189,25-Sep-12
422,rand203,25-Sep-12
423,rand148,25-Sep-12
424,rand68,25-Sep-12
425,rand200,25-Sep-12
426,rand200,25-Sep-12
427,rand175,25-Sep-12
428,rand200,25-Sep-12
429,rand204,25-Sep-12
430,rand200,25-Sep-12
431,rand205,25-Sep-12
432,rand200,25-Sep-12
433,rand200,25-Sep-12
434,rand200,25-Sep-12
435,rand206,25-Sep-12
436,rand207,25-Sep-12
437,rand189,25-Sep-12
438,rand208,25-Sep-12
439,rand209,25-Sep-12
440,rand210,25-Sep-12
441,rand68,25-Sep-12
442,rand211,25-Sep-12
443,rand84,25-Sep-12
444,rand212,25-Sep-12
445,rand213,25-Sep-12
446,rand214,25-Sep-12
447,rand214,25-Sep-12
448,rand215,25-Sep-12
449,rand216,25-Sep-12
450,rand47,25-Sep-12
451,rand217,25-Sep-12
452,rand137,25-Sep-12
453,rand216,25-Sep-12
454,rand216,25-Sep-12
455,rand216,25-Sep-12
456,rand216,25-Sep-12
457,rand216,25-Sep-12
458,rand218,25-Sep-12
459,rand219,25-Sep-12
460,rand186,25-Sep-12
461,rand82,25-Sep-12
462,rand216,25-Sep-12
463,rand220,25-Sep-12
464,rand221,25-Sep-12
465,rand213,25-Sep-12
466,rand68,25-Sep-12
467,rand68,25-Sep-12
468,rand142,25-Sep-12
469,rand105,25-Sep-12
470,rand105,25-Sep-12
471,rand164,25-Sep-12
472,rand194,25-Sep-12
473,rand222,25-Sep-12
474,rand81,25-Sep-12
475,rand213,25-Sep-12
476,rand214,25-Sep-12
477,rand223,25-Sep-12
478,rand224,25-Sep-12
479,rand225,25-Sep-12
480,rand226,25-Sep-12
481,rand227,25-Sep-12
482,rand93,25-Sep-12
483,rand163,25-Sep-12
484,rand163,25-Sep-12
485,rand47,25-Sep-12
486,rand214,25-Sep-12
487,rand228,25-Sep-12
488,rand229,25-Sep-12
489,rand230,25-Sep-12
490,rand231,25-Sep-12
491,rand231,25-Sep-12
492,rand231,25-Sep-12
493,rand231,25-Sep-12
494,rand232,25-Sep-12
495,rand232,25-Sep-12
496,rand87,25-Sep-12
497,rand232,25-Sep-12
498,rand233,25-Sep-12
499,rand232,25-Sep-12
500,rand233,25-Sep-12
501,rand232,25-Sep-12
502,rand232,25-Sep-12
503,rand234,25-Sep-12
504,rand234,25-Sep-12
505,rand235,25-Sep-12
506,rand234,25-Sep-12
507,rand231,25-Sep-12
508,rand236,25-Sep-12
509,rand234,25-Sep-12
510,rand237,25-Sep-12
511,rand234,25-Sep-12
512,rand232,25-Sep-12
513,rand234,25-Sep-12
514,rand238,25-Sep-12
515,rand214,25-Sep-12
516,rand68,25-Sep-12
517,rand214,25-Sep-12
518,rand214,25-Sep-12
519,rand231,25-Sep-12
520,rand231,25-Sep-12
521,rand239,25-Sep-12
522,rand240,25-Sep-12
523,rand232,25-Sep-12
524,rand241,25-Sep-12
525,rand166,25-Sep-12
526,rand197,25-Sep-12
527,rand226,25-Sep-12
528,rand242,25-Sep-12
529,rand243,25-Sep-12
530,rand232,25-Sep-12
531,rand244,25-Sep-12
532,rand245,25-Sep-12
533,rand246,25-Sep-12
534,rand137,25-Sep-12
535,rand231,25-Sep-12
536,rand231,25-Sep-12
537,rand233,25-Sep-12
538,rand247,25-Sep-12
539,rand234,25-Sep-12
540,rand232,25-Sep-12
541,rand231,25-Sep-12
542,rand231,25-Sep-12
543,rand142,25-Sep-12
544,rand190,25-Sep-12
545,rand105,25-Sep-12
546,rand105,25-Sep-12
547,rand234,25-Sep-12
548,rand248,25-Sep-12
549,rand68,25-Sep-12
550,rand68,25-Sep-12
551,rand68,25-Sep-12
552,rand249,25-Sep-12
553,rand69,25-Sep-12
554,rand69,25-Sep-12
555,rand69,25-Sep-12
556,rand69,25-Sep-12
557,rand69,25-Sep-12
558,rand250,25-Sep-12
559,rand232,25-Sep-12
560,rand231,25-Sep-12
561,rand231,25-Sep-12
562,rand251,25-Sep-12
563,rand252,25-Sep-12
564,rand253,25-Sep-12
565,rand242,25-Sep-12
566,rand254,25-Sep-12
567,rand255,25-Sep-12
568,rand256,25-Sep-12
569,rand256,25-Sep-12
570,rand189,25-Sep-12
571,rand234,25-Sep-12
572,rand234,25-Sep-12
573,rand231,25-Sep-12
574,rand232,25-Sep-12
575,rand232,25-Sep-12
576,rand232,25-Sep-12
577,rand232,25-Sep-12
578,rand81,25-Sep-12
579,rand257,25-Sep-12
580,rand258,25-Sep-12
581,rand234,25-Sep-12
582,rand231,25-Sep-12
583,rand259,25-Sep-12
584,rand260,25-Sep-12
585,rand57,25-Sep-12
586,rand201,25-Sep-12
587,rand72,25-Sep-12
588,rand72,25-Sep-12
589,rand11,25-Sep-12
590,rand11,25-Sep-12
591,rand11,25-Sep-12
592,rand11,25-Sep-12
593,rand261,25-Sep-12
594,rand32,25-Sep-12
595,rand32,25-Sep-12
596,rand166,25-Sep-12
597,rand14,25-Sep-12
598,rand262,25-Sep-12
599,rand88,25-Sep-12
600,rand72,25-Sep-12
601,rand263,25-Sep-12
602,rand148,25-Sep-12
603,rand264,25-Sep-12
604,rand148,25-Sep-12
605,rand265,25-Sep-12
606,rand214,25-Sep-12
607,rand266,25-Sep-12
608,rand214,25-Sep-12
609,rand203,25-Sep-12
610,rand11,25-Sep-12
611,rand69,25-Sep-12
612,rand42,25-Sep-12
613,rand201,25-Sep-12
614,rand201,25-Sep-12
615,rand267,25-Sep-12
616,rand268,25-Sep-12
617,rand85,25-Sep-12
618,rand83,25-Sep-12
619,rand214,25-Sep-12
620,rand137,25-Sep-12
621,rand245,25-Sep-12
622,rand269,25-Sep-12
623,rand270,25-Sep-12
624,rand271,25-Sep-12
625,rand272,25-Sep-12
626,rand42,25-Sep-12
627,rand164,25-Sep-12
628,rand164,25-Sep-12
629,rand273,25-Sep-12
630,rand274,25-Sep-12
631,rand275,25-Sep-12
632,rand201,25-Sep-12
633,rand201,25-Sep-12
634,rand194,25-Sep-12
635,rand201,25-Sep-12
636,rand276,25-Sep-12
637,rand277,25-Sep-12
638,rand278,25-Sep-12
639,rand14,25-Sep-12
640,rand279,25-Sep-12
641,rand148,25-Sep-12
642,rand88,25-Sep-12
643,rand280,25-Sep-12
644,rand14,25-Sep-12
645,rand281,25-Sep-12
646,rand282,25-Sep-12
647,rand283,25-Sep-12
648,rand256,25-Sep-12
649,rand284,25-Sep-12
650,rand285,25-Sep-12
651,rand286,25-Sep-12
652,rand286,25-Sep-12
653,rand286,25-Sep-12
654,rand286,25-Sep-12
655,rand287,25-Sep-12
656,rand212,25-Sep-12
657,rand201,25-Sep-12
658,rand288,25-Sep-12
659,rand166,25-Sep-12
660,rand289,25-Sep-12
661,rand290,25-Sep-12
662,rand194,25-Sep-12
663,rand69,25-Sep-12
664,rand291,25-Sep-12
665,rand292,25-Sep-12
666,rand293,25-Sep-12
667,rand69,25-Sep-12
668,rand69,25-Sep-12
669,rand294,25-Sep-12
670,rand295,25-Sep-12
671,rand69,25-Sep-12
672,rand69,25-Sep-12
673,rand69,25-Sep-12
674,rand296,26-Sep-12
675,rand297,26-Sep-12
676,rand298,26-Sep-12
677,rand299,26-Sep-12
678,rand300,26-Sep-12
679,rand301,26-Sep-12
680,rand302,26-Sep-12
681,rand300,26-Sep-12
682,rand296,26-Sep-12
683,rand303,26-Sep-12
684,rand304,26-Sep-12
685,rand305,26-Sep-12
686,rand306,26-Sep-12
687,rand307,26-Sep-12
688,rand308,26-Sep-12
689,rand309,26-Sep-12
690,rand310,26-Sep-12
691,rand311,26-Sep-12
692,rand311,26-Sep-12
693,rand312,26-Sep-12
694,rand313,26-Sep-12
695,rand302,26-Sep-12
696,rand314,26-Sep-12
697,rand315,26-Sep-12
698,rand316,26-Sep-12
699,rand306,26-Sep-12
700,rand317,26-Sep-12
701,rand318,26-Sep-12
702,rand319,26-Sep-12
703,rand320,26-Sep-12
704,rand321,26-Sep-12
705,rand322,26-Sep-12
706,rand323,26-Sep-12
707,rand324,26-Sep-12
708,rand325,26-Sep-12
709,rand326,26-Sep-12
710,rand327,26-Sep-12
711,rand328,26-Sep-12
712,rand329,26-Sep-12
713,rand330,26-Sep-12
714,rand331,26-Sep-12
715,rand332,26-Sep-12
716,rand333,26-Sep-12
717,rand334,26-Sep-12
718,rand335,26-Sep-12
719,rand336,26-Sep-12
720,rand337,26-Sep-12
721,rand336,26-Sep-12
722,rand338,26-Sep-12
723,rand339,26-Sep-12
724,rand340,26-Sep-12
725,rand341,26-Sep-12
726,rand342,26-Sep-12
727,rand343,26-Sep-12
728,rand344,26-Sep-12
729,rand345,26-Sep-12
730,rand346,26-Sep-12
731,rand306,26-Sep-12
732,rand306,26-Sep-12
733,rand317,26-Sep-12
734,rand347,26-Sep-12
735,rand348,26-Sep-12
736,rand348,26-Sep-12
737,rand348,26-Sep-12
738,rand339,26-Sep-12
739,rand349,26-Sep-12
740,rand350,26-Sep-12
741,rand351,26-Sep-12
742,rand311,26-Sep-12
743,rand352,26-Sep-12
744,rand353,26-Sep-12
745,rand354,26-Sep-12
746,rand355,26-Sep-12
747,rand301,26-Sep-12
748,rand298,26-Sep-12
749,rand301,26-Sep-12
750,rand356,26-Sep-12
751,rand307,26-Sep-12
752,rand357,26-Sep-12
753,rand358,26-Sep-12
754,rand63,26-Sep-12
755,rand348,26-Sep-12
756,rand348,26-Sep-12
757,rand359,26-Sep-12
758,rand308,26-Sep-12
759,rand313,26-Sep-12
760,rand309,26-Sep-12
761,rand348,26-Sep-12
762,rand360,26-Sep-12
763,rand316,26-Sep-12
764,rand361,26-Sep-12
765,rand16,26-Sep-12
766,rand362,26-Sep-12
767,rand363,26-Sep-12
768,rand364,26-Sep-12
769,rand365,26-Sep-12
770,rand366,26-Sep-12
771,rand314,26-Sep-12
772,rand367,26-Sep-12
773,rand368,26-Sep-12
774,rand369,26-Sep-12
775,rand370,26-Sep-12
776,rand309,26-Sep-12
777,rand348,26-Sep-12
778,rand371,26-Sep-12
779,rand298,26-Sep-12
780,rand372,26-Sep-12
781,rand298,26-Sep-12
782,rand373,26-Sep-12
783,rand374,26-Sep-12
784,rand374,26-Sep-12
785,rand374,26-Sep-12
786,rand375,26-Sep-12
787,rand376,26-Sep-12
788,rand377,26-Sep-12
789,rand378,26-Sep-12
790,rand379,26-Sep-12
791,rand380,26-Sep-12
792,rand381,26-Sep-12
793,rand382,26-Sep-12
794,rand383,26-Sep-12
795,rand384,26-Sep-12
796,rand385,26-Sep-12
797,rand386,26-Sep-12
798,rand387,26-Sep-12
799,rand302,26-Sep-12
800,rand388,26-Sep-12
801,rand298,26-Sep-12
802,rand298,26-Sep-12
803,rand298,26-Sep-12
804,rand298,26-Sep-12
805,rand389,26-Sep-12
806,rand390,26-Sep-12
807,rand391,26-Sep-12
808,rand392,26-Sep-12
809,rand393,26-Sep-12
810,rand298,26-Sep-12
811,rand394,26-Sep-12
812,rand298,26-Sep-12
813,rand395,26-Sep-12
814,rand396,26-Sep-12
815,rand320,26-Sep-12
816,rand397,26-Sep-12
817,rand398,26-Sep-12
818,rand399,26-Sep-12
819,rand400,26-Sep-12
820,rand401,26-Sep-12
821,rand402,26-Sep-12
822,rand403,26-Sep-12
823,rand404,26-Sep-12
824,rand405,26-Sep-12
825,rand302,26-Sep-12
826,rand406,26-Sep-12
827,rand312,26-Sep-12
828,rand407,26-Sep-12
829,rand408,26-Sep-12
830,rand408,26-Sep-12
831,rand409,26-Sep-12
832,rand407,26-Sep-12
833,rand410,26-Sep-12
834,rand320,26-Sep-12
835,rand411,26-Sep-12
836,rand412,26-Sep-12
837,rand413,26-Sep-12
838,rand414,26-Sep-12
839,rand415,26-Sep-12
840,rand416,26-Sep-12
841,rand367,26-Sep-12
842,rand417,26-Sep-12
843,rand418,26-Sep-12
844,rand419,26-Sep-12
845,rand420,26-Sep-12
846,rand421,26-Sep-12
847,rand422,26-Sep-12
848,rand352,26-Sep-12
849,rand423,26-Sep-12
850,rand354,26-Sep-12
851,rand424,26-Sep-12
852,rand425,26-Sep-12
853,rand426,26-Sep-12
854,rand371,26-Sep-12
855,rand427,26-Sep-12
856,rand298,26-Sep-12
857,rand428,26-Sep-12
858,rand429,26-Sep-12
859,rand430,26-Sep-12
860,rand431,26-Sep-12
861,rand432,26-Sep-12
862,rand433,26-Sep-12
863,rand434,26-Sep-12
864,rand298,26-Sep-12
865,rand435,26-Sep-12
866,rand410,26-Sep-12
867,rand436,26-Sep-12
868,rand437,26-Sep-12
869,rand438,26-Sep-12
870,rand439,26-Sep-12
871,rand440,26-Sep-12
872,rand441,26-Sep-12
873,rand300,26-Sep-12
874,rand442,26-Sep-12
875,rand365,26-Sep-12
876,rand443,26-Sep-12
877,rand311,26-Sep-12
878,rand422,26-Sep-12
879,rand444,26-Sep-12
880,rand408,26-Sep-12
881,rand445,26-Sep-12
882,rand446,26-Sep-12
883,rand447,26-Sep-12
884,rand447,26-Sep-12
885,rand448,26-Sep-12
886,rand449,26-Sep-12
887,rand450,26-Sep-12
888,rand451,26-Sep-12
889,rand452,26-Sep-12
890,rand452,26-Sep-12
891,rand452,26-Sep-12
892,rand453,26-Sep-12
893,rand454,26-Sep-12
894,rand301,26-Sep-12
895,rand301,26-Sep-12
896,rand455,26-Sep-12
897,rand359,26-Sep-12
898,rand456,26-Sep-12
899,rand371,26-Sep-12
900,rand298,26-Sep-12
901,rand298,26-Sep-12
902,rand298,26-Sep-12
903,rand298,26-Sep-12
904,rand314,26-Sep-12
905,rand457,26-Sep-12
906,rand298,26-Sep-12
907,rand298,26-Sep-12
908,rand298,26-Sep-12
909,rand428,26-Sep-12
910,rand428,26-Sep-12
911,rand458,26-Sep-12
912,rand428,26-Sep-12
913,rand298,26-Sep-12
914,rand298,26-Sep-12
915,rand437,26-Sep-12
916,rand371,26-Sep-12
917,rand452,26-Sep-12
918,rand452,26-Sep-12
919,rand309,26-Sep-12
920,rand459,26-Sep-12
921,rand460,26-Sep-12
922,rand426,26-Sep-12
923,rand428,26-Sep-12
924,rand428,26-Sep-12
925,rand461,26-Sep-12
926,rand462,26-Sep-12
927,rand463,26-Sep-12
928,rand464,26-Sep-12
929,rand370,26-Sep-12
930,rand465,26-Sep-12
931,rand466,26-Sep-12
932,rand428,26-Sep-12
933,rand467,26-Sep-12
934,rand468,26-Sep-12
935,rand469,26-Sep-12
936,rand470,26-Sep-12
937,rand341,26-Sep-12
938,rand471,26-Sep-12
939,rand471,26-Sep-12
940,rand472,26-Sep-12
941,rand336,26-Sep-12
942,rand333,26-Sep-12
943,rand331,26-Sep-12
944,rand473,26-Sep-12
945,rand474,26-Sep-12
946,rand325,26-Sep-12
947,rand475,26-Sep-12
948,rand476,26-Sep-12
949,rand477,26-Sep-12
950,rand478,26-Sep-12
951,rand479,26-Sep-12
952,rand480,26-Sep-12
953,rand480,26-Sep-12
954,rand481,26-Sep-12
955,rand382,26-Sep-12
956,rand482,26-Sep-12
957,rand387,26-Sep-12
958,rand390,26-Sep-12
959,rand400,26-Sep-12
960,rand389,26-Sep-12
961,rand389,26-Sep-12
962,rand483,26-Sep-12
963,rand479,26-Sep-12
964,rand324,26-Sep-12
965,rand338,26-Sep-12
966,rand484,26-Sep-12
967,rand375,26-Sep-12
968,rand482,26-Sep-12
969,rand485,26-Sep-12
970,rand383,26-Sep-12
971,rand385,26-Sep-12
972,rand486,26-Sep-12
973,rand487,26-Sep-12
974,rand306,26-Sep-12
975,rand344,26-Sep-12
976,rand342,26-Sep-12
977,rand374,26-Sep-12
978,rand488,26-Sep-12
979,rand489,26-Sep-12
980,rand490,26-Sep-12
981,rand338,26-Sep-12
982,rand479,26-Sep-12
983,rand479,26-Sep-12
984,rand479,26-Sep-12
985,rand491,26-Sep-12
986,rand492,26-Sep-12
987,rand493,26-Sep-12
988,rand494,26-Sep-12
989,rand495,26-Sep-12
990,rand496,26-Sep-12
991,rand497,26-Sep-12
992,rand498,26-Sep-12
993,rand325,26-Sep-12
994,rand499,26-Sep-12
995,rand500,26-Sep-12
996,rand471,26-Sep-12
997,rand471,26-Sep-12
998,rand472,26-Sep-12
999,rand336,26-Sep-12
