playerID,year,stint,tmID,lgID,GP,Min,W,L,T/OL,ENG,SHO,GA,SA,PostGP,PostMin,PostW,PostL,PostT,PostENG,PostSHO,PostGA,PostSA
barrato01,1991,1,PIT,NHL,57,3329,25,22,9,2,1,196,1702,21,1233,16,5,,1,1,58,622
barrato01,1992,1,PIT,NHL,63,3702,43,14,5,2,4,186,1885,12,722,7,5,,2,2,35,370
barrato01,1993,1,PIT,NHL,44,2482,22,15,5,2,2,139,1304,6,356,2,4,,3,0,17,162
barrato01,1994,1,PIT,NHL,2,125,0,1,1,0,0,8,75,2,80,0,1,,0,0,8,41
barrato01,1995,1,PIT,NHL,49,2799,29,16,2,5,2,160,1626,10,558,4,5,,2,1,26,337
barrato01,1996,1,PIT,NHL,5,270,0,5,0,1,0,26,186,,,,,,,,,
barrato01,1997,1,PIT,NHL,63,3542,31,14,13,8,7,122,1556,6,376,2,4,,1,0,17,171
barrato01,1998,1,PIT,NHL,43,2306,19,16,3,4,4,98,993,13,787,6,7,,1,1,35,350
barrato01,1999,1,PIT,NHL,18,870,5,7,2,2,1,46,386,,,,,,,,,
barrato01,1999,2,OTT,NHL,7,418,3,4,0,0,0,22,182,6,372,2,4,,1,0,16,168
barrato01,2001,1,CAR,NHL,34,1908,13,12,5,2,2,83,886,,,,,,,,,
barrato01,2001,2,TOR,NHL,4,219,2,2,0,0,0,10,110,,,,,,,,,
barrato01,2002,1,STL,NHL,6,293,1,4,0,0,1,16,132,,,,,,,,,
basseha01,1954,1,CHI,NHL,21,1260,4,9,8,,0,63,,,,,,,,,,
basseha01,1955,1,CHI,NHL,12,720,2,9,1,,1,42,,,,,,,,,,
basseha01,1960,1,DET,NHL,35,2050,13,13,8,,0,102,,4,220,1,2,,,0,9,
basseha01,1961,1,DET,NHL,27,1620,9,12,6,,3,76,,,,,,,,,,
basseha01,1962,1,DET,NHL,17,980,6,5,5,,0,53,,,,,,,,,,
basseha01,1963,1,DET,NHL,1,60,0,1,0,0,0,4,,,,,,,,,,
basseha01,1965,1,DET,NHL,11,406,3,3,0,1,0,17,,1,54,0,1,,0,0,2,
basseha01,1966,1,DET,NHL,8,384,2,4,0,0,0,22,,,,,,,,,,
basseha01,1967,1,PIT,NHL,25,1299,7,10,3,2,1,62,,,,,,,,,,
bastiba01,1945,1,TOR,NHL,5,300,0,4,1,,0,20,,,,,,,,,,
baumaga01,1966,1,MTL,NHL,2,120,1,1,0,0,0,5,,,,,,,,,,
baumaga01,1967,1,MNS,NHL,26,1294,5,13,5,0,0,75,,,,,,,,,,
baumaga01,1968,1,MNS,NHL,7,304,0,4,1,0,0,22,,,,,,,,,,
beaupdo01,1980,1,MNS,NHL,44,2585,18,14,11,4,0,138,,6,360,4,2,,0,0,26,
beaupdo01,1981,1,MNS,NHL,29,1634,11,8,9,3,0,101,,2,60,0,1,,1,0,4,
beaupdo01,1982,1,MNS,NHL,36,2011,19,10,5,2,0,120,1048,4,245,2,2,,1,0,20,
beaupdo01,1983,1,MNS,NHL,33,1791,16,13,2,2,0,123,971,13,782,6,7,,0,1,40,380
beaupdo01,1984,1,MNS,NHL,31,1770,10,17,3,3,1,109,934,4,184,1,1,,1,0,12,80
beaupdo01,1985,1,MNS,NHL,52,3073,25,20,6,2,1,182,1690,5,300,2,3,,1,0,17,158
beaupdo01,1986,1,MNS,NHL,47,2622,17,20,6,4,1,174,1439,,,,,,,,,
beaupdo01,1987,1,MNS,NHL,43,2288,10,22,3,1,0,161,1257,,,,,,,,,
beaupdo01,1988,1,MNS,NHL,1,59,0,1,0,1,0,3,26,,,,,,,,,
beaupdo01,1988,2,WAS,NHL,11,578,5,4,0,1,1,28,269,,,,,,,,,
beaupdo01,1989,1,WAS,NHL,48,2793,23,18,5,3,2,150,1362,8,401,4,3,,1,0,18,187
beaupdo01,1990,1,WAS,NHL,45,2572,20,18,3,3,5,113,1095,11,624,5,5,,2,1,29,294
beaupdo01,1991,1,WAS,NHL,54,3108,29,17,6,2,1,166,1435,7,419,3,4,,3,0,22,212
beaupdo01,1992,1,WAS,NHL,58,3282,27,23,5,7,1,181,1530,2,119,1,1,,0,0,9,65
beaupdo01,1993,1,WAS,NHL,53,2853,24,16,8,3,2,135,1122,8,429,5,2,,0,1,21,191
beaupdo01,1994,1,OTT,NHL,38,2161,8,25,3,3,1,121,1167,,,,,,,,,
beaupdo01,1995,1,OTT,NHL,33,1770,6,23,0,9,1,110,892,,,,,,,,,
beaupdo01,1995,2,TOR,NHL,8,336,0,5,0,1,0,26,170,2,20,0,0,,0,0,2,13
beaupdo01,1996,1,TOR,NHL,3,110,0,3,0,1,0,10,60,,,,,,,,,
beaurst01,1989,1,WIN,NHL,19,1079,7,8,3,4,0,59,570,4,238,1,3,,0,0,12,105
beaurst01,1990,1,WIN,NHL,16,836,3,10,1,0,0,55,423,,,,,,,,,
beaurst01,1991,1,WIN,NHL,26,1267,6,8,6,1,2,61,611,,,,,,,,,
beaurst01,1992,1,PHI,NHL,16,802,3,9,0,1,0,59,405,,,,,,,,,
beaurst01,1993,1,WIN,NHL,13,418,0,4,1,0,0,34,211,,,,,,,,,
bedarji02,1977,1,WAS,NHL,43,2492,11,23,7,4,1,152,,,,,,,,,,
bedarji02,1978,1,WAS,NHL,30,1740,6,17,6,1,0,126,,,,,,,,,,
behrema01,1983,1,WIN,NHL,6,351,2,4,0,0,0,32,184,2,121,0,2,,0,0,9,91
behrema01,1984,1,WIN,NHL,23,1173,8,10,2,1,1,87,624,4,179,1,1,,2,0,10,98
behrema01,1985,1,WIN,NHL,9,422,2,5,0,1,0,41,220,1,12,0,0,,0,0,0,7
belanyv01,1974,1,STL,NHL,11,640,6,3,2,0,1,29,,,,,,,,,,
belanyv01,1975,1,STL,NHL,31,1763,11,17,1,2,0,113,,,,,,,,,,
belanyv01,1976,1,STL,NHL,3,140,2,0,0,0,0,7,,,,,,,,,,
belanyv01,1977,1,STL,NHL,3,144,0,3,0,0,0,15,,,,,,,,,,
belanyv01,1977,2,ATF,NHL,17,937,7,8,0,1,1,55,,,,,,,,,,
belanyv01,1978,1,ATF,NHL,5,182,1,2,0,0,0,21,,,,,,,,,,
belanyv01,1979,1,BOS,NHL,8,328,2,0,3,0,0,19,,,,,,,,,,
belfoed01,1988,1,CHI,NHL,23,1148,4,12,3,1,0,74,605,,,,,,,,,
belfoed01,1989,1,CHI,NHL,,,,,,,,,,9,409,4,2,,0,0,17,200
belfoed01,1990,1,CHI,NHL,74,4127,43,19,7,3,4,170,1883,6,295,2,4,,0,0,20,183
belfoed01,1991,1,CHI,NHL,52,2928,21,18,10,4,5,132,1241,18,949,12,4,,0,1,39,398
belfoed01,1992,1,CHI,NHL,71,4106,41,18,11,1,7,177,1880,4,249,0,4,,0,0,13,97
belfoed01,1993,1,CHI,NHL,70,3998,37,24,6,0,7,178,1892,6,360,2,4,,0,0,15,191
belfoed01,1994,1,CHI,NHL,42,2450,22,15,3,4,5,93,990,16,1014,9,7,,1,1,37,479
belfoed01,1995,1,CHI,NHL,50,2956,22,17,10,3,1,135,1373,9,666,6,3,,0,1,23,323
belfoed01,1996,1,CHI,NHL,33,1966,11,15,6,4,1,88,946,,,,,,,,,
belfoed01,1996,2,SJS,NHL,13,757,3,9,0,1,1,43,371,,,,,,,,,
belfoed01,1997,1,DAL,NHL,61,3581,37,12,10,1,9,112,1335,17,1039,10,7,,1,1,31,399
belfoed01,1998,1,DAL,NHL,61,3536,35,15,9,0,5,117,1373,23,1544,16,7,,1,3,43,617
belfoed01,1999,1,DAL,NHL,62,3620,32,21,7,6,4,127,1571,23,1443,14,9,,,4,45,651
belfoed01,2000,1,DAL,NHL,63,3687,35,20,7,2,8,144,1508,10,671,4,6,,1,0,25,277
belfoed01,2001,1,DAL,NHL,60,3467,21,27,11,3,1,153,1458,,,,,,,,,
belfoed01,2002,1,TOR,NHL,62,3738,37,20,5,4,7,141,1816,7,532,3,4,,0,0,24,282
belfoed01,2003,1,TOR,NHL,59,3444,34,19,6,2,10,122,1483,13,774,6,7,,0,3,27,379
belfoed01,2005,1,TOR,NHL,49,2897,22,22,4,2,0,159,1476,,,,,,,,,
belhumi01,1972,1,PHI,NHL,23,1117,9,7,3,0,0,60,,1,10,0,0,,0,0,1,
belhumi01,1974,1,WAS,NHL,35,1812,0,24,3,1,0,162,,,,,,,,,,
belhumi01,1975,1,WAS,NHL,7,377,0,5,1,1,0,32,,,,,,,,,,
bellgo01,1945,1,TOR,NHL,8,480,3,5,0,,0,31,,,,,,,,,,
bellgo01,1955,1,NYR,NHL,,,,,,,,,,2,120,1,1,,,0,9,
benedcl01,1917,1,OTS,NHL,22,1337,9,13,0,,1,114,,,,,,,,,,
benedcl01,1918,1,OTS,NHL,18,1152,12,6,0,,2,53,,5,300,1,4,0,,0,26,
benedcl01,1919,1,OTS,NHL,24,1443,19,5,0,,5,64,,,,,,,,,,
benedcl01,1920,1,OTS,NHL,24,1462,14,10,0,,2,75,,2,120,2,0,0,,2,0,
benedcl01,1921,1,OTS,NHL,24,1510,14,8,2,,2,84,,2,120,0,1,1,,1,5,
benedcl01,1922,1,OTS,NHL,24,1486,14,9,1,,4,54,,2,120,1,1,0,,1,2,
benedcl01,1923,1,OTS,NHL,22,1356,15,7,0,,3,45,,2,120,0,2,0,,0,5,
benedcl01,1924,1,MTM,NHL,30,1843,9,19,2,,2,65,,,,,,,,,,
benedcl01,1925,1,MTM,NHL,36,2288,20,11,5,,6,73,,4,240,2,0,0,,1,5,
benedcl01,1926,1,MTM,NHL,43,2748,20,19,4,,13,65,,2,132,0,1,1,,0,2,
benedcl01,1927,1,MTM,NHL,44,2690,24,14,6,,7,76,,9,555,5,3,1,,4,8,
benedcl01,1928,1,MTM,NHL,37,2300,14,16,7,,11,57,,,,,,,,,,
benedcl01,1929,1,MTM,NHL,14,752,6,6,1,,0,38,,,,,,,,,,
benneha01,1944,1,BOS,NHL,25,1470,10,12,2,,0,103,,,,,,,,,,
bergeje01,1990,1,MTL,NHL,18,941,7,6,2,0,0,59,426,,,,,,,,,
bergeje01,1992,1,TBL,NHL,21,1163,8,10,1,3,0,71,574,,,,,,,,,
bergeje01,1993,1,TBL,NHL,3,134,1,1,1,0,0,7,69,,,,,,,,,
bergeje01,1994,1,TBL,NHL,17,883,3,9,1,1,1,49,374,,,,,,,,,
bergeje01,1995,1,TBL,NHL,12,595,2,6,2,2,0,42,250,,,,,,,,,
bergeje01,1996,1,LAK,NHL,1,56,0,1,0,0,0,4,35,,,,,,,,,
berglbi01,1973,1,NEW,WHA,3,1386,2,1,0,0,0,82,692,,,,,,,,,
berglbi01,1974,1,NEW,WHA,2,36,0,0,0,0,0,3,16,,,,,,,,,
berkhad01,2005,1,ATL,NHL,9,473,2,4,1,0,0,30,255,,,,,,,,,
bernhti01,1982,1,CAL,NHL,6,280,0,5,0,0,0,21,147,,,,,,,,,
bernhti01,1984,1,TOR,NHL,37,2182,13,19,4,2,0,136,1106,,,,,,,,,
bernhti01,1985,1,TOR,NHL,23,1266,4,12,3,0,0,107,727,,,,,,,,,
bernhti01,1986,1,TOR,NHL,1,20,0,0,0,0,0,3,7,,,,,,,,,
berthda01,1985,1,WIN,NHL,,,,,,,,,,1,68,0,1,,0,0,4,43
berthda01,1986,1,WIN,NHL,31,1758,18,7,3,1,1,93,810,8,439,4,4,,0,0,21,210
berthda01,1987,1,WIN,NHL,56,3010,22,19,7,0,2,176,1489,5,300,1,4,,0,0,25,154
berthda01,1988,1,WIN,NHL,9,443,0,8,0,2,0,44,255,,,,,,,,,
berthda01,1989,1,WIN,NHL,24,1387,10,11,3,2,1,86,667,,,,,,,,,
berthda01,1989,2,MNS,NHL,5,240,1,3,0,0,0,14,104,,,,,,,,,
berthda01,1990,1,LAK,NHL,37,2119,20,11,4,1,1,117,1086,,,,,,,,,
berthda01,1991,1,BOS,NHL,8,399,1,4,2,0,0,21,156,,,,,,,,,
berthda01,1991,2,LAK,NHL,19,979,7,10,1,2,0,66,541,,,,,,,,,
berthda01,1992,1,OTT,NHL,25,1326,2,17,1,3,0,95,739,,,,,,,,,
berthda01,1993,1,OTT,NHL,1,1,0,0,0,0,0,2,2,,,,,,,,,
besteal01,1983,1,TOR,NHL,32,1848,11,16,4,1,0,134,1144,,,,,,,,,
besteal01,1984,1,TOR,NHL,15,767,3,9,1,3,1,54,430,,,,,,,,,
besteal01,1985,1,TOR,NHL,1,20,0,0,0,0,0,2,5,,,,,,,,,
besteal01,1986,1,TOR,NHL,36,1808,10,14,3,3,2,110,991,1,39,0,0,,0,0,1,17
besteal01,1987,1,TOR,NHL,30,1607,8,12,5,1,2,102,879,5,253,2,3,,0,0,21,135
besteal01,1988,1,TOR,NHL,43,2460,17,20,3,5,2,156,1420,,,,,,,,,
besteal01,1989,1,TOR,NHL,42,2206,20,16,0,4,0,165,1296,4,196,0,3,,0,0,14,120
besteal01,1990,1,TOR,NHL,6,247,0,4,0,1,0,18,129,,,,,,,,,
besteal01,1990,2,DET,NHL,3,178,0,3,0,1,0,13,99,1,20,0,0,,,0,1,12
besteal01,1991,1,DET,NHL,1,31,0,0,0,0,0,2,9,,,,,,,,,
besteal01,1995,1,DAL,NHL,10,601,4,5,1,3,0,30,297,,,,,,,,,
beverbi01,1929,1,DTC,NHL,39,2410,14,20,5,,2,109,,,,,,,,,,
beverbi01,1930,1,OTS,NHL,9,520,0,8,0,,0,32,,,,,,,,,,
beverbi01,1932,1,OTS,NHL,35,2195,7,19,8,,5,95,,,,,,,,,,
beverbi01,1933,1,OTS,NHL,48,3000,13,29,6,,3,143,,,,,,,,,,
beverbi01,1934,1,STE,NHL,48,2990,11,31,6,,3,144,,,,,,,,,,
beverbi01,1935,1,MTM,NHL,32,1970,14,13,5,,1,71,,,,,,,,,,
beverbi01,1936,1,MTM,NHL,21,1290,12,6,3,,1,47,,5,300,2,3,,,0,11,
beverbi01,1937,1,MTM,NHL,48,2980,12,30,6,,2,149,,,,,,,,,,
beverbi01,1942,1,NYR,NHL,17,1020,4,10,3,,1,89,,,,,,,,,,
bibeapa01,1940,1,MTL,NHL,4,210,1,2,0,,0,15,,,,,,,,,,
bibeapa01,1941,1,MTL,NHL,38,2380,17,19,2,,1,131,,3,180,1,2,,,1,8,
bibeapa01,1942,1,MTL,NHL,50,3010,19,19,12,,1,191,,5,320,1,4,,,1,18,
bibeapa01,1943,1,TOR,NHL,29,1740,13,14,2,,5,87,,5,300,1,4,,,0,23,
bibeapa01,1944,1,BOS,NHL,26,1530,6,18,2,,0,116,,7,437,3,4,,,0,22,
bibeapa01,1945,1,BOS,NHL,16,960,8,4,4,,2,45,,,,,,,,,,
bibeapa01,1945,2,MTL,NHL,10,600,4,6,0,,0,30,,,,,,,,,,
bibeapa01,1946,1,CHI,NHL,41,2460,13,25,3,,1,170,,,,,,,,,,
bierkza01,1997,1,TBL,NHL,13,433,1,4,1,0,0,30,210,,,,,,,,,
bierkza01,1998,1,TBL,NHL,1,59,0,1,0,0,0,2,21,,,,,,,,,
bierkza01,1999,1,TBL,NHL,12,509,4,4,1,0,0,31,308,,,,,,,,,
bierkza01,2000,1,MIN,NHL,1,60,0,1,0,0,0,6,27,,,,,,,,,
bierkza01,2002,1,PHO,NHL,16,884,4,9,1,3,1,32,471,,,,,,,,,
bierkza01,2003,1,PHO,NHL,4,190,0,1,2,0,0,12,108,,,,,,,,,
billicr01,1985,1,NJD,NHL,18,902,4,9,1,0,0,77,482,,,,,,,,,
billicr01,1986,1,NJD,NHL,22,1114,4,13,2,0,0,89,569,,,,,,,,,
billicr01,1988,1,NJD,NHL,3,140,1,1,0,,0,11,65,,,,,,,,,
billicr01,1991,1,NJD,NHL,26,1363,13,7,1,2,2,69,637,,,,,,,,,
billicr01,1992,1,NJD,NHL,42,2389,21,16,4,0,2,146,1178,2,78,0,1,,0,0,5,39
billicr01,1993,1,OTT,NHL,63,3319,11,41,4,6,0,254,1801,,,,,,,,,
billicr01,1994,1,OTT,NHL,9,472,0,6,2,2,0,32,240,,,,,,,,,
billicr01,1994,2,BOS,NHL,8,373,5,1,0,0,0,19,140,1,25,0,0,,0,0,1,10
billicr01,1995,1,BOS,NHL,27,1380,10,13,3,2,1,79,594,1,60,0,1,,0,0,6,28
billicr01,1996,1,COL,NHL,23,1200,11,8,2,2,1,53,584,1,20,0,0,,0,0,1,13
billicr01,1997,1,COL,NHL,23,1162,8,7,4,2,1,45,588,1,1,0,0,,0,0,0,0
billicr01,1998,1,COL,NHL,21,1086,11,8,1,1,0,52,492,1,9,0,0,,0,0,1,6
billicr01,1999,1,WAS,NHL,13,611,3,6,1,2,2,28,310,1,20,0,0,,0,0,1,6
billicr01,2000,1,WAS,NHL,12,660,3,5,2,0,0,27,317,,,,,,,,,
billicr01,2001,1,WAS,NHL,17,710,4,5,3,2,0,36,295,,,,,,,,,
billicr01,2002,1,WAS,NHL,5,217,1,3,1,0,0,17,96,,,,,,,,,
binetan01,1954,1,MTL,NHL,1,60,1,0,0,,0,4,,,,,,,,,,
binklle01,1967,1,PIT,NHL,54,3141,20,24,10,1,6,151,,,,,,,,,,
binklle01,1968,1,PIT,NHL,50,2885,10,31,8,2,0,158,,,,,,,,,,
binklle01,1969,1,PIT,NHL,27,1477,10,13,1,0,3,79,,7,428,5,2,,0,0,15,
binklle01,1970,1,PIT,NHL,34,1870,11,11,10,0,2,89,,,,,,,,,,
binklle01,1971,1,PIT,NHL,31,1673,7,15,5,4,0,98,,,,,,,,,,
binklle01,1972,1,OTN,WHA,30,1709,10,17,1,1,0,106,900,4,223,1,3,,0,0,17,
binklle01,1973,1,TOT,WHA,27,1412,14,9,1,1,1,77,776,5,182,5,3,,0,0,18,
binklle01,1974,1,TOT,WHA,17,772,6,4,0,0,0,47,419,1,59,0,1,,1,0,5,
binklle01,1975,1,TOT,WHA,7,335,0,6,0,0,0,32,212,,,,,,,,,
bironma01,1995,1,BUF,NHL,3,119,0,2,0,0,0,10,64,,,,,,,,,
bironma01,1998,1,BUF,NHL,6,281,1,2,1,1,0,10,120,,,,,,,,,
bironma01,1999,1,BUF,NHL,41,2229,19,18,2,2,5,90,988,,,,,,,,,
bironma01,2000,1,BUF,NHL,18,918,7,7,1,1,2,39,427,,,,,,,,,
bironma01,2001,1,BUF,NHL,72,4085,31,28,10,6,4,151,1781,,,,,,,,,
bironma01,2002,1,BUF,NHL,54,3170,17,28,6,5,4,135,1468,,,,,,,,,
bironma01,2003,1,BUF,NHL,52,2972,26,18,5,3,2,125,1442,,,,,,,,,
bironma01,2005,1,BUF,NHL,35,1934,21,8,3,2,1,93,980,,,,,,,,,
bittnri01,1949,1,BOS,NHL,1,60,0,0,1,,0,3,,,,,,,,,,
blackda01,2001,1,NYR,NHL,31,1737,12,16,0,3,0,95,935,,,,,,,,,
blackda01,2002,1,NYR,NHL,32,1762,8,16,4,3,1,93,842,,,,,,,,,
blakemi02,1981,1,LAK,NHL,2,51,0,0,0,0,0,2,,,,,,,,,,
blakemi02,1982,1,LAK,NHL,9,432,4,4,0,1,0,30,211,,,,,,,,,
blakemi02,1983,1,LAK,NHL,29,1634,9,11,5,1,0,118,891,,,,,,,,,
blancbo01,1974,1,SDM,WHA,3,179,2,1,0,2,1,7,70,,,,,,,,,
blancbo01,1975,1,SDM,WHA,1,32,0,1,0,0,0,4,24,,,,,,,,,
bluejo01,1992,1,BOS,NHL,23,1322,9,8,4,1,1,64,597,2,96,0,1,,0,0,5,49
bluejo01,1993,1,BOS,NHL,18,944,5,8,3,1,0,47,407,,,,,,,,,
bluejo01,1995,1,BUF,NHL,5,255,2,2,0,1,0,15,137,,,,,,,,,
